fishID.univ,filename,habitat,watershed,sex,standard.length.from.calipers,jaw.opening.in.lever.length.mm,jaw.closing.in.lever.length.mm,jaw.out.lever.length.mm,buccal.cavity.length.mm,epaxial.area.mm.squared,gape.width.mm,L.outlever.neurocranium.mm,L.inlever.epaxial.height.mm,KT.fixed.link.mm,KT.coupler.link.mm,KT.input.link.mm,KT.output.link.mm,KT.diagonal.mm
MisS13.112,Mis13LS.02_112.JPG,stream,Misty,F,47.95,0.900027452,1.35173854,3.780324903,11.20165364,15.94103129,3.82,15.3341833,2.938407384,7.730368462,6.795967661,4.665264363,1.018178436,6.675782141
MisS13.086,Mis13LS.02_86.JPG,stream,Misty,F,54.54,NA,NA,NA,11.61677338,16.01796614,4.56,18.48257988,3.588615053,9.742829756,8.336908474,6.184868306,1.255622686,8.303224747
MisS13.087,Mis13LS.02_87.JPG,stream,Misty,F,45.4,0.967238725,1.319224126,3.734121906,10.9246367,16.00744355,4.45,15.36683374,2.765794374,7.982641123,6.922824512,4.711472911,1.081640494,6.960099916
MisS13.089,Mis13LS.02_89.JPG,stream,Misty,M,48.06,0.827446929,1.606411278,4.238358662,11.95685504,15.94062574,3.89,16.57511134,2.87565623,7.746600146,7.315942035,4.73707664,1.203484896,7.136093966
MisS13.090,Mis13LS.02_90.JPG,stream,Misty,F,41.37,0.68093291,1.150659986,3.105109872,9.873451958,16.02072483,3.39,13.23037204,2.315585548,6.810337445,6.269535754,3.797799593,0.563269377,6.323200782
MisS13.091,Mis13LS.02_91.JPG,stream,Misty,F,35.6,0.57910187,0.976449264,2.663237276,8.212342437,16.10245639,4.18,11.33040628,2.160311715,6.647053408,6.035341665,3.558705952,0.437762199,6.004053862
MisS13.093,Mis13LS.02_93.JPG,stream,Misty,unknown,35.08,0.66570055,0.983792683,2.996454658,8.411264071,15.97872204,4.09,11.45822544,2.198138177,6.13846341,5.524017474,3.419500821,0.713581782,5.455978038
MisS13.094,Mis13LS.02_94.JPG,stream,Misty,F,49.87,0.921263967,1.436722252,3.966884691,10.5074794,15.93941321,4.26,16.49753905,2.692787116,8.43383182,7.524145963,5.297818336,0.956146375,7.341509723
MisS13.096,Mis13LS.02_96.JPG,stream,Misty,M,46.62,0.858095644,1.640787087,4.06410658,11.45970146,15.9409309,3.91,15.98461714,2.960520839,8.320503665,7.622388346,5.005984346,0.90911879,7.489595537
MisS13.097,Mis13LS.02_97.JPG,stream,Misty,M,50.55,0.948040668,1.817004135,4.331520595,12.64214907,16.1012172,4.02,16.47587954,3.204122161,8.993633785,8.465504377,4.934235048,0.835716844,8.253347386
MisL13.006,MisL13.01_06.JPG,lake,Misty,M,58.41,1.252061161,1.815488535,5.313572126,14.04939597,15.94103129,3.43,19.98654378,2.873060246,10.66093753,9.86431744,5.964864451,1.188042583,9.635128393
MisL13.008,MisL13.01_08.JPG,lake,Misty,M,55.42,1.048541387,1.713776048,5.172808131,13.16913518,16.12635506,2.16,18.94819523,3.197901455,10.57422475,9.232880469,5.976272533,0.775698778,9.078415373
MisL13.010,MisL13.01_10.JPG,lake,Misty,unknown,47.89,0.910580027,1.498088668,3.978530437,10.92260797,16.01909056,3.32,14.98046248,2.377401112,7.715131716,6.790306128,4.542433166,0.819667987,6.468346323
MisL13.013,MisL13.01_13.JPG,lake,Misty,M,58.83,1.136591379,1.690260533,4.964603064,14.11964053,16.10245639,3.13,18.68724138,2.575571659,9.940945262,8.34989286,5.461189923,0.810499365,8.011691814
MisL13.014,MisL13.01_14.JPG,lake,Misty,unknown,56.29,1.160743097,1.641643657,5.087221642,12.15448313,16.0133726,3.71,19.57134435,3.83292552,10.24670244,8.86134936,5.734489518,1.133233169,8.301955137
MisL13.015,MisL13.01_15.JPG,lake,Misty,M,59.26,1.142604712,1.690295505,5.14379887,13.86382588,15.86092661,3.52,19.95824379,3.819859066,10.77914482,9.942322703,5.445780267,1.216716045,9.693274963
MisL13.016,MisL13.01_16.JPG,lake,Misty,M,62.59,1.130797359,2.087352783,5.318950642,13.87517963,15.94103129,2.14,21.24187366,4.547718844,10.38858803,8.776610097,6.418417831,0.972640324,8.659748131
MisL13.018,MisL13.01_18.JPG,lake,Misty,M,57.88,1.062684287,1.764926458,4.935066546,13.22484519,16.07567451,4.13,19.08768756,2.671752346,10.23153712,8.972093207,5.943905409,1.404834984,8.710313171
MisL13.020,MisL13.01_20.JPG,lake,Misty,M,61.27,1.120718231,1.798831497,5.281928023,13.48495857,16.02123457,2.3,20.70742811,3.593378795,10.8270947,9.552141235,6.78315157,1.392019966,9.129196583
MisL13.022,MisL13.01_22.JPG,lake,Misty,M,55.97,1.023590287,1.923067177,5.125744819,12.40670453,16.02072483,3.82,20.28341398,3.232059906,10.51247193,8.728972027,5.82500907,1.179855098,8.59392671
MisL13.023,MisL13.01_23.JPG,lake,Misty,M?,57.18,1.123489228,1.882413321,5.000979074,12.17403384,15.94103129,3.31,19.21236038,2.900060165,10.13507208,8.871583253,6.058406022,1.254748751,8.678738782
MisL13.024,MisL13.01_24.JPG,lake,Misty,M,59.92,1.229700705,2.007380008,5.474196747,14.60855586,15.93456048,3.89,21.47714519,3.487884211,10.68961893,9.235775981,7.133829667,1.653195745,9.162458789
MisL13.025,MisL13.01_25.JPG,lake,Misty,F,55.92,1.04767734,1.581804296,4.550778624,11.17015356,15.96779125,3.27,17.86013927,2.752092715,9.728812709,8.52238666,6.052003594,1.29202139,7.896535276
MisL13.027,MisL13.01_27.JPG,lake,Misty,M,59.98,1.143195799,1.808337075,5.313075445,12.66882034,15.9409309,3.64,18.40839098,2.909577435,10.61160006,9.294366327,5.88015057,1.226785256,8.914413718
MisL13.028,MisL13.01_28.JPG,lake,Misty,F,54.61,0.976398755,1.524067823,4.429290621,10.4382938,16.02154205,2.51,18.00974353,3.154527199,8.571130579,8.045421166,4.322795987,0.849600807,7.834511103
MisL13.029,MisL13.01_29.JPG,lake,Misty,F,59.1,1.256593745,1.607029534,4.844320631,12.85001939,15.96765036,2.32,19.50885782,3.618421709,10.44608831,9.128487199,5.764069747,1.166072097,8.971778061
MisL13.030,MisL13.01_30.JPG,lake,Misty,F,62.51,1.230107398,1.784179872,4.662352961,13.17387018,16.01909056,2.2,20.6327703,3.118850323,10.53908483,8.596670722,5.92068264,1.347056422,8.454325406
MisL13.032,MisL13.01_32.JPG,lake,Misty,F,63.3,1.244834585,1.724592771,5.080432411,13.15849346,15.86092661,3.49,19.68858889,3.052965955,10.27339639,8.566811313,6.249641627,1.143231314,8.361152307
MisL13.033,MisL13.01_33.JPG,lake,Misty,F,62.19,1.215450266,1.815715025,5.035020577,11.66326694,16.02123457,3.54,20.17287176,3.562144758,10.84091035,9.300771476,5.64590143,1.115323198,9.255872461
MisL13.036,MisL13.01_36.JPG,lake,Misty,F,64.12,1.331674346,1.75263366,5.090964216,13.9203093,15.9667004,3.93,19.75831956,3.305891921,10.3586104,9.047612555,5.998948363,1.197755145,8.983966086
MooL13.002,MooL13.01_02.JPG,lake,Moore,M,57.67,1.325325385,1.746177226,5.097882553,13.48235053,13.27189801,3.85,18.98253082,3.156110146,9.675155969,8.443466652,6.244653138,1.073001829,8.009282
MooL13.003,MooL13.01_03.JPG,lake,Moore,M,68.97,1.337929438,2.206922573,5.991660165,14.74987609,13.33310386,4.97,23.56430884,4.183101507,12.61941342,10.29140984,8.071234171,1.682739314,10.17372987
MooL13.004,MooL13.01_04.JPG,lake,Moore,M,41.34,0.850911665,1.020284492,3.319881458,8.804219756,13.27505264,2.42,14.05522488,2.37831103,6.842043732,6.240163898,4.217163295,0.805271041,6.195243264
MooL13.006,MooL13.01_06.JPG,lake,Moore,M,67.95,1.304435684,2.021946216,5.999993121,15.38416995,13.21111265,4.67,24.06094964,4.237645163,11.78242945,10.64028744,7.00944091,1.536504141,10.63963233
MooL13.007,MooL13.01_07.JPG,lake,Moore,F,48.62,0.961372201,1.358841894,4.215229867,10.95735893,13.45801662,3.07,16.33507952,2.588393351,8.768028435,7.615094117,5.118901579,1.038001755,7.761211558
MooL13.008,MooL13.01_08.JPG,lake,Moore,M,56.58,1.056964002,1.420090947,4.911229344,12.15204896,13.33536783,4.13,19.99781502,3.225856388,10.53361588,9.181482238,5.914780454,0.999505491,9.080083851
MooL13.009,MooL13.01_09.JPG,lake,Moore,F,48.28,0.819912229,1.263479301,3.760961049,9.625529799,13.28995012,2.94,15.88860514,2.566754734,7.519545046,6.924103569,4.425040651,0.97575778,6.952536123
MooL13.014,MooL13.01_14.JPG,lake,Moore,F,47.8,0.878503635,1.2632537,3.784730988,9.803683779,13.3745578,3.09,15.76654009,2.286695581,7.979429224,6.609753883,4.714147317,1.112252712,6.715608996
MooL13.015,MooL13.01_15.JPG,lake,Moore,M,60.42,1.029110841,1.731822628,5.039091793,12.68414005,13.3745578,3.89,18.8179327,3.990832556,9.537755731,7.739427145,5.736234479,0.963354376,7.625707414
MooL13.019,MooL13.01_19.JPG,lake,Moore,F,58.94,1.097001151,1.446623235,4.680752469,12.92011186,13.39794808,4.88,20.36545913,4.176426757,9.943948384,8.600587251,6.197338809,1.620260486,8.868335024
MooL13.020,MooL13.01_20.JPG,lake,Moore,M,59.42,1.057136116,1.764948814,5.10797359,13.62971394,13.39937449,4.12,20.50545621,3.382995777,10.7013695,8.933922466,6.558272594,1.065249302,8.891895037
MooL13.021,MooL13.01_21.JPG,lake,Moore,F,60.97,1.167657563,1.558627086,4.802365254,12.59864257,13.36507395,4.37,20.21307045,3.867826376,11.12886513,8.933089257,6.429751512,1.359121644,9.02586314
MooL13.022,MooL13.01_22.JPG,lake,Moore,M,60.01,1.237527222,2.049956561,5.41306665,12.83195394,13.2122942,4.26,21.97328723,4.412939042,11.44032888,9.267113543,6.868277873,1.425122236,9.386850715
MooL13.023,MooL13.01_23.JPG,lake,Moore,F,57.48,0.961490746,1.515439348,4.816841075,9.924022648,13.27505264,2.94,18.91335706,3.088188598,8.526323236,7.473688997,5.60352948,1.364135126,7.501229509
MooL13.025,MooL13.01_25.JPG,lake,Moore,unknown,46.16,0.935943965,1.133937357,3.632265379,13.07965006,13.27189801,4.05,14.80869415,2.021587766,7.655898936,6.448148936,4.566901596,1.084898936,6.516817524
MooL13.026,MooL13.01_26.JPG,lake,Moore,F,54.16,1.091295643,1.406011029,4.24442746,11.88109364,13.39473408,3.46,17.83744554,3.39283294,8.797551695,7.417697419,5.507379683,1.282229028,7.345725431
MooL13.027,MooL13.01_27.JPG,lake,Moore,F?,43.09,0.789486737,1.070219184,3.276732667,8.992984106,13.17811144,2.52,13.19895956,2.35806759,6.877557703,5.960949056,3.840503152,0.733533497,5.954037778
MooL13.029,MooL13.01_29.JPG,lake,Moore,F,57.25,0.995230064,1.463480875,4.59900124,11.25174257,13.21068854,4.31,19.0230672,3.37641129,10.47007527,8.665927419,6.084776882,0.991349462,8.393470145
MooL13.031,MooL13.01_31.JPG,lake,Moore,F,59.91,1.241676014,1.539924971,5.172481282,13.52132578,13.33310386,4.19,20.26814841,3.443508674,10.96408495,9.059046269,6.564228541,1.119596013,8.957129535
MooL13.033,MooL13.01_33.JPG,lake,Moore,M,56.3,1.115459567,1.63249788,5.065514948,12.43543197,13.33430489,3.54,18.82483688,3.201354713,9.342256125,8.197755885,6.073977774,1.20648156,8.292614833
MooS13.001,MooS13.01_01.JPG,stream,Moore,M,64.84,1.335938602,2.076468757,5.934264772,14.22647815,13.20979494,5.3,22.45408328,4.213181124,11.75601328,9.856866664,7.092570459,1.688372802,9.81246232
MooS13.003,MooS13.01_03.JPG,stream,Moore,F,67.58,1.380153434,2.048744843,5.385481363,13.42739712,13.03124422,4.31,21.61184091,4.738636364,10.98264205,9.194875,7.78075,1.451798295,9.233257722
MooS13.004,MooS13.01_04.JPG,stream,Moore,F,58.98,1.230030576,1.593625876,4.783296551,12.55599594,13.29182706,4.35,19.05741689,3.43914089,9.812627341,8.595991377,5.91767603,1.147692561,8.578995656
MooS13.005,MooS13.01_05.JPG,stream,Moore,M,63.04,1.31979018,2.001318361,6.132453308,14.2413026,12.97324357,4.46,23.0826745,4.480370674,12.0838243,10.48774172,7.230284268,1.286600021,10.42767431
MooS13.006,MooS13.01_06.JPG,stream,Moore,M,58.68,1.233979303,1.571150798,5.243579804,13.2388798,12.97210278,3.96,19.36532634,3.60186005,10.28355703,8.558853352,6.677079264,1.104019626,8.524525171
MooS13.007,MooS13.01_07.JPG,stream,Moore,M,69.25,1.474544873,2.282277513,6.456082709,16.28477265,12.97210278,5.61,25.20109428,4.353693613,13.45016196,11.65494945,8.525649246,1.90872253,11.8649717
MooS13.012,MooS13.01_12.JPG,stream,Moore,F,43.13,0.848733915,1.070877949,3.35163303,9.619952007,13.27189801,2.97,14.29747379,2.613525539,7.507322905,6.814965272,3.996324822,0.847982444,6.672336103
MooS13.014,MooS13.01_14.JPG,stream,Moore,F,49.2,0.869544735,1.261123027,3.823672227,10.53525978,13.33430489,3.22,16.02120344,3.119954075,8.573520409,7.736863998,4.768422361,1.034750223,7.760510972
MooS13.015,MooS13.01_15.JPG,stream,Moore,F,48.96,0.894599318,1.157510266,3.732930859,10.0598871,13.09297264,3.26,15.8417849,2.633789561,8.682345222,7.504418289,4.609979751,0.749861025,7.471542603
MooS13.016,MooS13.01_16.JPG,stream,Moore,M,62.08,1.346154988,1.938634869,5.788867644,14.66656436,13.33536783,4.66,22.34632028,4.469410637,11.67822132,10.16456325,7.131724744,1.175998025,10.04473435
MooS13.017,MooS13.01_17.JPG,stream,Moore,M,41.68,0.712353868,1.053745834,3.364317176,9.234490488,13.2705651,2.81,13.28520086,2.312983099,7.146199076,6.234285843,3.981067598,0.916000569,6.315543597
MooS13.019,MooS13.01_19.JPG,stream,Moore,F,61.58,1.236030025,1.54080092,5.302214576,12.28764006,13.33628956,4.52,20.53622175,4.379963621,10.7575029,9.145243316,6.459889289,1.420995417,8.914050954
MooS13.020,MooS13.01_20.JPG,stream,Moore,M,49.12,1.030731248,1.228774135,4.188535654,10.71529631,12.73952082,3.22,16.36286808,2.922624024,8.387373882,7.378890623,5.127175037,1.151962643,7.114708043
MooS13.021,MooS13.01_21.JPG,stream,Moore,F,49.39,0.939997967,1.315692929,3.993899883,10.75522052,13.2705651,3.34,16.1282726,2.721091817,8.917843098,7.795383685,5.103908621,0.931714529,7.781178214
MooS13.024,MooS13.01_24.JPG,stream,Moore,F,44.58,0.95094669,1.011332175,3.537636093,10.06996876,13.2705651,3.04,14.78414757,2.775343648,7.514291124,6.961003367,4.085695988,0.881829629,7.007876299
MooS13.026,MooS13.01_26.JPG,stream,Moore,F,41.9,0.69776067,1.037206796,3.237400153,9.343277684,13.39701686,2.82,13.64866865,2.452391267,7.216428129,6.31441529,3.789852921,0.751748108,6.178941609
MooS13.027,MooS13.01_27.JPG,stream,Moore,M,49.08,1.060868015,1.452521096,4.394327837,11.02257825,12.91071105,3.22,16.89497013,3.189720436,8.141651092,7.253787895,5.089543941,1.217358994,7.33080844
MooS13.028,MooS13.01_28.JPG,stream,Moore,M,46.74,0.858341024,1.198820398,3.877684687,10.60193392,13.39701686,3.02,15.78800789,2.99284418,8.207940565,7.17221998,4.868871518,1.108684778,7.176316833
MooS13.036,MooS13.01_36.JPG,stream,Moore,F,68.23,1.386675745,1.836084334,5.548561937,14.45880572,12.94141693,4.56,22.35095077,5.027527123,11.82984193,10.07787865,7.590583046,1.263135121,10.01498778
MooS13.038,MooS13.01_38.JPG,stream,Moore,unknown,57.96,1.124857754,1.448676562,4.943949269,12.29939782,13.27189801,3.59,18.57440933,3.153093578,9.47722764,7.948862635,5.842190913,1.18950397,7.931783062
MucL13.001,MucL13.01_01.JPG,lake,Muchalat,M,40.73,0.722579466,1.13284405,3.54704732,8.722575725,15.18038928,2.58,12.57941301,2.019044262,6.561516427,5.867867887,3.879076764,0.613528113,5.852275324
MucL13.003,MucL13.01_03.JPG,lake,Muchalat,F,39.57,0.72186749,0.940984088,3.144697531,8.64066871,15.38397902,2.45,12.03028867,2.039549103,6.153027481,5.478294829,4.008028081,0.989324557,5.382387352
MucL13.007,MucL13.01_07.JPG,lake,Muchalat,F,45.92,0.804718915,0.982990928,3.271796387,7.641231433,15.08209077,2.62,13.46307944,2.870780088,6.226826076,5.574046569,4.748614759,0.696655792,5.568293172
MucL13.008,MucL13.01_08.JPG,lake,Muchalat,M,44.8,0.825235555,1.550504139,4.084488991,10.05745093,15.08000687,3.37,14.91852016,2.370145173,7.349788543,6.469150126,4.266720553,0.966636027,6.535469343
MucL13.010,MucL13.01_10.JPG,lake,Muchalat,F,42.83,0.683271116,1.169706625,3.130820187,9.020047634,15.00642088,2.6,13.0905415,2.537691084,6.507878408,5.59338091,4.019705261,0.771505889,5.689149723
MucL13.016,MucL13.01_16.JPG,lake,Muchalat,M,38.34,0.666112569,1.056709254,3.319071133,7.279472228,15.30619122,2.36,12.6986269,2.108331232,6.651095413,5.820109983,3.796235019,0.68588247,5.82346196
MucL13.018,MucL13.01_18.JPG,lake,Muchalat,F,45,0.760705617,1.167418302,3.504272325,8.316788346,15.37748296,3.07,13.60940732,2.286942283,7.183680796,5.805910287,4.852653686,1.069001211,5.856364019
MucL13.019,MucL13.01_19.JPG,lake,Muchalat,F,56.48,0.921225082,1.425690588,4.16707863,10.2255999,14.8849702,3.86,17.74373451,2.267760548,9.286026439,8.307197824,4.900020408,1.080380303,8.211067916
MucL13.021,MucL13.01_21.JPG,lake,Muchalat,F,49.15,0.82067622,1.371799572,3.804646114,9.641594621,15.00642088,3.2,14.68036667,2.037917303,7.823926282,6.569240115,4.434000525,0.911626885,6.57539196
MucL13.022,MucL13.01_22.JPG,lake,Muchalat,F,43.8,0.742455641,1.089197236,3.118206469,8.343893244,15.2288157,2.67,13.09453929,2.047621429,6.649810714,5.684042857,4.391807143,1.027953571,5.692416226
MucL13.023,MucL13.01_23.JPG,lake,Muchalat,M,46.47,0.765384633,1.316019021,4.213387236,9.83368003,15.3099207,3.12,15.2862634,1.793112318,7.757137837,6.806592786,4.196903224,1.41407968,6.919638855
MucL13.024,MucL13.01_24.JPG,lake,Muchalat,M,48,0.858010073,1.406618523,4.051257921,10.85600983,15.23287701,2.99,15.98723363,2.43968772,8.232050298,7.332053497,5.29445031,1.052101331,7.373390074
MucL13.025,MucL13.01_25.JPG,lake,Muchalat,M,45.29,0.711704532,1.233245906,3.888938304,9.451101563,15.30814837,3.14,14.8079839,2.822043891,7.096989379,6.373124031,4.694556199,0.893480166,6.572697925
MucL13.026,MucL13.01_26.JPG,lake,Muchalat,F,37.71,0.614347235,0.997474511,2.903525148,7.380008956,15.38200351,2.54,11.84789777,1.83542637,5.900907656,5.199919058,3.710096736,0.690138915,5.276104063
MucL13.027,MucL13.01_27.JPG,lake,Muchalat,F,39.05,0.615202328,1.090523853,2.903302124,7.855359251,15.08209077,2.6,11.62835259,2.0633455,5.963191503,5.418861121,3.602779803,0.615995927,5.434383723
MucL13.028,MucL13.01_28.JPG,lake,Muchalat,M,29.97,0.473794233,0.828543625,2.320840346,6.368646316,15.13078982,2.11,9.027447136,1.770983677,4.902381556,4.689237964,2.7310485,0.487945093,4.68826161
MucL13.031,MucL13.01_31.JPG,lake,Muchalat,M,44.68,0.858666315,1.374901026,3.876477381,9.452873995,15.38397902,2.93,14.72797106,2.640354887,7.036458315,6.748057836,4.653689905,0.935785855,6.761020479
MucL13.033,MucL13.01_33.JPG,lake,Muchalat,F,39.86,0.63111806,0.931904492,2.831008762,8.070071158,15.47184798,1.94,12.31345538,2.070141418,5.847321344,5.475807759,3.756896844,0.770074891,5.662156642
MucL13.040,MucL13.01_40.JPG,lake,Muchalat,M,48.7,0.822467734,1.51517701,4.212551383,9.472799636,14.65327101,3.26,16.28524709,2.403589786,8.084233554,6.999028508,5.779705137,1.334194809,7.072193957
MucS13.001,MucS13.01_01.JPG,stream,Muchalat,F,49.44,0.88453976,1.231247257,3.862677827,9.384000319,16.17804331,3.47,15.71969823,2.688377345,7.879626855,7.208866458,5.214327585,0.828015924,7.075267416
MucS13.003,MucS13.01_03.JPG,stream,Muchalat,F,52.38,0.987763324,1.427612041,4.233811291,10.23528307,16.26202165,3.64,16.62684411,2.852726236,8.692019011,7.532931559,5.689209125,0.85021673,7.338501546
MucS13.004,MucS13.01_04.JPG,stream,Muchalat,M,47.14,0.827667443,1.516941608,4.226388396,10.90326469,16.09915492,3.27,16.69747831,2.691776082,8.212565894,7.239652442,5.113739712,0.772573985,7.156734237
MucS13.005,MucS13.01_05.JPG,stream,Muchalat,F,48.96,0.842896881,1.267218378,3.772769223,9.351913984,16.23583961,2.98,15.3972914,2.120223344,7.931640922,7.063087458,5.051684279,0.858774168,6.895879357
MucS13.006,MucS13.01_06.JPG,stream,Muchalat,M,53.01,0.908500092,1.456844162,4.582651896,11.97206243,14.24000804,3.56,17.27151401,2.478765363,9.498634801,8.188982665,5.603134426,1.122790368,7.985547917
MucS13.008,MucS13.01_08.JPG,stream,Muchalat,F,47.99,0.739586053,1.204576316,3.828310921,8.34684174,14.46934472,2.63,14.50709886,2.3046027,7.852460779,7.066083035,4.329152949,0.628031282,6.899172943
MucS13.009,MucS13.01_09.JPG,stream,Muchalat,M,50.78,0.992162267,1.605130842,4.553404155,10.64044892,16.63150214,3.15,17.06086914,2.776687165,8.537732997,8.152089396,5.442405549,1.513757125,7.852275713
MucS13.012,MucS13.01_12.JPG,stream,Muchalat,M,37.67,0.63588004,1.019199859,3.122433266,8.131872677,16.5738211,2.13,12.70460485,2.03552587,6.547490817,5.768670661,3.941460065,0.613522459,5.759922079
MucS13.014,MucS13.01_14.JPG,stream,Muchalat,F,51.26,0.887733339,1.40129477,4.075814437,9.569872003,14.37657427,3.18,16.09079752,2.144173092,8.098162869,7.293410508,5.508053198,1.017070613,7.177534011
MucS13.017,MucS13.01_17.JPG,stream,Muchalat,M,53.46,0.999103026,1.684863209,4.357469065,9.69569729,14.06152484,3.97,17.39060606,2.310916667,8.684242424,7.248715909,4.93530303,1.277814394,7.295281473
MucS13.018,MucS13.01_18.JPG,stream,Muchalat,M,46.7,0.775099483,1.393578379,4.031708125,9.848444491,16.57424679,3.05,15.47930303,2.171719697,7.531348485,6.715462121,4.692625,1.090253788,6.680804244
MucS13.019,MucS13.01_19.JPG,stream,Muchalat,F,51.15,0.883346648,1.349457706,4.056022925,10.78670837,14.39952966,3.62,16.42075303,2.729620507,8.175092679,7.436643448,5.394332389,0.970902103,7.356042774
MucS13.021,MucS13.01_21.JPG,stream,Muchalat,M,49.89,0.863891243,1.624843681,4.530221507,10.18401791,16.2662342,3.29,17.10370485,2.390642739,8.973874105,7.645958793,5.552517907,1.140719833,7.52931166
MucS13.022,MucS13.01_22.JPG,stream,Muchalat,F?,36.51,0.686594636,0.975233222,3.335260396,7.964954021,16.62954251,2.42,12.55088977,1.80974269,6.315886472,5.911097476,3.7175771,0.561821679,5.817440654
MucS13.027,MucS13.01_27.JPG,stream,Muchalat,F,57.71,1.011165723,1.566846176,4.362748478,10.00609935,14.24000804,3.86,18.44811612,3.034787258,9.3516647,7.758068651,6.201490803,1.313453976,7.698338624
MucS13.028,MucS13.01_28.JPG,stream,Muchalat,M,45.94,0.915626276,1.287073496,4.128840812,10.44547529,16.18377577,3.41,15.9327724,2.25121014,7.70391193,6.852006149,4.691544484,0.809282448,6.667598149
MucS13.029,MucS13.01_29.JPG,stream,Muchalat,F,51.94,0.87709584,1.342448339,4.253359689,11.35756155,14.00624401,3.39,16.70057719,2.168517068,8.697556523,7.890968568,5.346410562,1.175601292,7.901280843
MucS13.031,MucS13.01_31.JPG,stream,Muchalat,M,48.82,0.996278888,1.55164026,4.129426877,10.73015722,14.10625087,3.39,16.55788719,2.814795007,7.770752724,7.314644823,4.927143105,1.195547142,7.159602612
MucS13.033,MucS13.01_33.JPG,stream,Muchalat,M,52.19,0.975907694,1.787300348,4.729824171,11.2815567,14.10625087,3.36,18.23320768,2.421703998,9.426830524,8.725912697,5.834995633,1.457589681,8.461413993
MucS13.034,MucS13.01_34.JPG,stream,Muchalat,F,50.69,0.962785112,1.326262112,4.024085287,9.631986659,16.34796491,3.16,16.11521852,2.707759259,8.457755556,7.447022222,5.012603704,1.162396296,7.121134911
NorL13.001,NorL13.01_01.JPG,lake,Northy,F,51.4,0.969700747,1.323036963,3.968204841,9.651638579,15.5353238,3.31,16.49612287,3.175294544,8.622793406,7.905695726,4.857211214,0.92195273,7.473288863
NorL13.002,NorL13.01_02.JPG,lake,Northy,F,51.6,1.130782242,1.604429169,4.241972121,10.91615414,15.28530942,4.07,12.59591726,2.30149261,6.186268691,5.740969713,3.992135834,0.622290874,5.57479244
NorL13.003,NorL13.01_03.JPG,lake,Northy,M,52.85,1.014643813,1.810129431,4.793428094,12.05639842,15.59434132,4.09,17.64452058,3.022497208,9.439917534,8.127374278,5.398070465,1.431527369,7.920417049
NorL13.004,NorL13.01_04.JPG,lake,Northy,M,50.65,0.930663816,1.78025937,4.533445792,11.5609727,15.4832535,3.71,17.23864929,3.313511837,8.944037292,8.322396925,5.377889721,1.01221958,8.059716218
NorL13.005,NorL13.01_05.JPG,lake,Northy,M,43.52,0.841745214,1.31570729,3.727239571,10.21881446,15.41543668,2.77,14.77121053,2.560808271,7.933398496,6.928421053,4.512530075,0.677736842,6.838799499
NorL13.006,NorL13.01_06.JPG,lake,Northy,F,41.34,0.761718419,1.217186938,3.283623523,8.955745989,14.94474139,2.67,12.73179407,2.693018221,6.637341004,5.828622857,3.946210829,0.568335523,5.773421569
NorL13.007,NorL13.01_07.JPG,lake,Northy,M,45.39,0.89949623,1.527155594,3.980136499,10.46049246,14.94580575,3.46,15.66460957,2.711515089,7.847508963,6.888305063,4.785328389,0.854389,6.771908492
NorL13.008,NorL13.01_08.JPG,lake,Northy,M,40.97,0.796509643,1.211612204,3.643878806,9.900063321,15.23287701,3.1,14.15905799,2.650336489,6.864419205,5.84991906,4.086967869,0.961717803,5.786762578
NorL13.010,NorL13.01_10.JPG,lake,Northy,unknown,44.23,1.037901078,1.504891368,4.036305438,10.75062341,15.39570671,3.42,14.62359831,3.064413872,7.86404401,7.052107559,4.536340796,0.869948724,6.93252254
NorL13.013,NorL13.01_13.JPG,lake,Northy,M,45.38,0.958446304,1.535583158,3.980922833,10.38772618,15.03708018,3.2,16.03008475,2.331114928,8.267625156,7.028818215,4.796108599,1.117740136,6.848353539
NorL13.014,NorL13.01_14.JPG,lake,Northy,M,47.73,0.993534566,1.529185422,4.217444513,11.24218483,15.54349354,3.46,16.47144712,2.882220466,8.17990738,7.599823388,4.458846367,1.110963474,7.522876986
NorL13.015,NorL13.01_15.JPG,lake,Northy,M,57.91,1.144612074,1.879433591,4.872037461,13.30272168,15.59545252,4.71,20.32515963,3.408797334,10.23545473,8.413921132,5.79676089,1.455859784,8.221607653
NorL13.016,NorL13.01_16.JPG,lake,Northy,M,45.88,0.910673197,1.428983229,4.225729781,10.7405267,15.15989837,3.29,15.80343599,2.794352221,8.437841985,7.430349182,4.204112828,1.260930843,7.412924199
NorL13.017,NorL13.01_17.JPG,lake,Northy,unknown,44.86,1.080084228,1.39592801,3.811102239,9.760379883,15.39273448,3.12,14.90571131,2.079877447,7.508145447,6.539439677,4.322532259,1.224514346,6.456030803
NorL13.018,NorL13.01_18.JPG,lake,Northy,F,41.45,0.791331951,1.0844464,3.22391219,9.413963366,15.09223565,2.61,12.82802534,2.467136181,6.844562186,6.127530013,3.607742321,0.805462534,6.090611731
NorL13.019,NorL13.01_19.JPG,lake,Northy,M,47.95,0.924022414,1.682233129,4.277257987,10.90537938,15.23517651,3.35,16.24536945,2.655764455,8.201987367,7.329114768,5.229042649,1.176038114,7.263437378
