fishID.univ,filename,habitat,watershed,sex,standard.length.from.calipers,jaw.opening.in.lever.length.mm,jaw.closing.in.lever.length.mm,jaw.out.lever.length.mm,buccal.cavity.length.mm,epaxial.area.mm.squared,gape.width.mm,L.outlever.neurocranium.mm,L.inlever.epaxial.height.mm,KT.fixed.link.mm,KT.coupler.link.mm,KT.input.link.mm,KT.output.link.mm,KT.diagonal.mm
BeaS13.045,Bea13LS.02_45.JPG,stream,Beaver,F,49.01,0.894716412,1.33630482,3.914474114,10.81500105,15.58221912,3.02,15.48744303,2.939982548,7.309538424,6.910485955,4.791817493,1.147396573,6.550899319
BeaS13.046,Bea13LS.02_46.JPG,stream,Beaver,F,52.25,0.973167233,1.417726205,4.151447645,11.62713704,15.31748209,2.69,16.84702785,2.499998135,8.610637649,7.753433731,5.074698064,1.036959653,7.347851443
BeaS13.047,Bea13LS.02_47.JPG,stream,Beaver,M,52.24,1.08080413,1.684843076,4.801592797,13.45494384,15.46522713,2.44,18.70273102,2.436634402,8.785414806,7.574097924,5.109720271,1.628097604,7.286740599
BeaS13.048,Bea13LS.02_48.JPG,stream,Beaver,F,55.08,1.084667489,1.454761465,4.703491442,13.59098427,15.4675142,3.36,18.86890907,3.070106634,9.977547037,8.550340576,6.247262644,1.467832958,8.215144431
BeaS13.049,Bea13LS.02_49.JPG,stream,Beaver,F,42.75,0.83610468,1.156845403,3.48198457,10.28571414,15.4811666,3.67,14.07487535,2.375441425,6.664108716,6.404637301,4.499501406,1.531880037,6.038034223
BeaS13.053,Bea13LS.02_53.JPG,stream,Beaver,F,53.55,1.08292413,1.323921181,4.444460858,11.85855962,15.39255541,3.77,18.04564402,4.004304168,8.774777998,8.563384432,5.809870946,1.046684735,8.264204596
BeaS13.054,Bea13LS.02_54.JPG,stream,Beaver,F,62.64,1.028828938,1.718959392,5.219571258,14.47108786,15.39189631,2.16,20.92788754,3.90166448,10.53283599,9.40198313,6.159242737,1.411119025,9.199842039
BeaS13.055,Bea13LS.02_55.JPG,stream,Beaver,F,52.09,0.982218768,1.410002626,4.091970565,12.04201305,15.46903792,4.1,16.96059913,3.007824685,8.354052939,7.742520246,5.177103329,1.054540342,7.540082818
BeaS13.060,Bea13LS.02_60.JPG,stream,Beaver,M,51.82,0.842790715,1.649369289,4.747898625,13.11420481,15.46522713,3.76,16.57915827,2.040153232,9.513466995,8.624801909,6.547922521,1.263232425,8.55252956
BeaS13.061,Bea13LS.02_61.JPG,stream,Beaver,M,52.52,1.040065548,1.798810067,4.943303174,11.40611617,15.35537319,3.65,17.29539864,2.564433423,9.246196249,9.107690829,6.804584532,1.392866013,8.781057751
BeaS13.062,Bea13LS.02_62.JPG,stream,Beaver,M?,51.71,0.93496142,1.726425287,4.674291336,12.45177989,15.39001069,4.14,16.68470234,2.402857414,9.065322786,8.65819895,5.937357741,1.308717859,8.747754485
BeaS13.064,Bea13LS.02_64.JPG,stream,Beaver,F,50.52,0.792524268,1.380987769,4.179540006,11.35675293,15.50545525,3.58,15.35793223,1.80521627,8.242056701,8.078452196,5.817587374,1.25551909,7.826431431
BeaS13.069,Bea13LS.02_69.JPG,stream,Beaver,F,50.73,0.863478433,1.470368075,4.072155693,9.733888548,15.3166425,2.11,15.56218982,2.177788158,8.918726507,8.823590997,6.00428444,0.894078896,8.644348051
BeaS13.070,Bea13LS.02_70.JPG,stream,Beaver,F,52.3,0.960781515,1.47662073,4.47847824,11.61913192,15.45619124,2.64,16.35269525,1.912937727,9.001503488,9.06349488,6.08405367,1.365145623,8.893288378
BeaS13.071,Bea13LS.02_71.JPG,stream,Beaver,M,46.17,0.957247141,1.464806401,4.218912567,10.07558132,15.49037441,3.7,14.60764363,1.9438587,7.634211201,7.404653019,5.451771003,1.314384235,7.254603709
BeaS13.073,Bea13LS.02_73.JPG,stream,Beaver,M,47.23,0.853156299,1.357634101,4.095802444,10.16281585,15.54656755,3.25,15.72028622,2.051769282,8.452771116,7.711098553,5.108291894,0.942634564,7.703347792
BeaS13.077,Bea13LS.02_77.JPG,stream,Beaver,M,49.1,0.913064606,1.548438132,4.351342435,11.73472202,15.3661979,3.47,15.8350082,2.047473848,8.40839498,7.687827344,5.372452003,1.182918374,7.774220332
BeaS13.078,Bea13LS.02_78.JPG,stream,Beaver,F,48.14,0.932794815,1.353560225,3.963581933,10.35860257,15.46837007,2.52,14.46861334,2.177068105,7.588149065,7.119718063,5.30755229,0.997349277,6.949879039
BeaS13.081,Bea13LS.02_81.JPG,stream,Beaver,F,54.12,1.000247218,1.566819699,4.266484812,11.24505208,15.39302785,3.47,16.00257892,2.992393856,8.701890597,7.866124329,5.622295756,1.031846271,7.684958641
BeaS13.084,Bea13LS.02_84.JPG,stream,Beaver,F,58.91,1.239833137,1.695442181,4.920081791,13.89864532,15.3873714,2.53,18.09400403,2.667998668,9.596490646,9.359436195,6.430881867,1.076171493,9.055385864
BeaL13.002,BeaL13.01_02.JPG,lake,Beaver,F,43.72,0.630822888,1.240716837,3.54712594,10.20141548,15.46979794,3.87,13.105123,1.825478257,6.666428075,6.326500873,5.098565828,0.731381598,6.199544634
BeaL13.003,BeaL13.01_03.JPG,lake,Beaver,M,40.52,0.488777525,1.229150696,3.486073261,9.547391618,15.50825598,4.15,12.764922,1.83136723,6.574127516,6.226744969,4.680532045,0.565232716,6.113934327
BeaL13.005,BeaL13.01_05.JPG,lake,Beaver,M,37.42,0.617048555,1.050829758,3.221531393,9.262791518,15.39302785,4.44,13.4327534,1.567573888,7.727152271,7.655391377,4.289311681,0.645311043,7.655391734
BeaL13.006,BeaL13.01_06.JPG,lake,Beaver,F,46.43,0.924327854,1.277009609,4.226168913,10.80808913,15.54454904,4.7,14.20353869,1.495960513,8.129522434,8.033982819,5.616197056,1.064527607,8.036291066
BeaL13.007,BeaL13.01_07.JPG,lake,Beaver,F,52.94,0.971087781,1.566406532,4.772972598,12.38465059,15.39302785,3.34,17.86247561,2.197567031,9.604851382,9.559801206,7.219049481,1.037752029,9.366335744
BeaL13.008,BeaL13.01_08.JPG,lake,Beaver,F,48.93,0.980873344,1.320420378,4.025766038,11.50059421,15.49280171,4.43,15.14527698,2.098994201,8.171357914,8.629760658,5.267114897,1.09350152,8.35144567
BeaL13.009,BeaL13.01_09.JPG,lake,Beaver,F,35.87,0.590760143,1.061767398,3.1223409,8.854805679,15.29213196,5.68,11.30656788,1.529076694,5.784499115,5.014902382,4.176682485,0.749391269,4.856289993
BeaL13.010,BeaL13.01_10.JPG,lake,Beaver,M,54.97,0.701015672,1.26188379,3.73568348,13.00440175,NA,3.98,16.79219358,1.959933979,9.216481548,8.285369067,6.870454687,0.99233877,8.091096142
BeaL13.011,BeaL13.01_11.JPG,lake,Beaver,M?,51.11,0.862604584,1.564334568,4.648641842,12.04068208,15.5468576,4.35,16.51371184,2.129475753,8.742027137,8.08323372,6.626452567,1.214866366,8.014450443
BeaL13.012,BeaL13.01_12.JPG,lake,Beaver,M,48.32,0.483643669,0.715259687,2.189637624,11.85645865,15.31598827,4.69,16.10731508,2.175764399,8.353961271,8.50327302,6.308851451,1.297626521,8.266052389
BeaL13.014,BeaL13.01_14.JPG,lake,Beaver,F,53.69,1.071904781,1.596430572,4.758430424,12.93370337,15.46522713,4.36,16.94410357,2.27278176,8.851302294,8.939411499,6.400893193,1.169212397,8.750553994
BeaL13.017,BeaL13.01_17.JPG,lake,Beaver,M,50.57,0.975645151,1.360365662,4.324478586,12.36070107,15.3933098,3.9,15.5473103,2.347789656,8.400776807,8.014254998,6.206820819,1.0065474,7.965117963
BeaL13.019,BeaL13.01_19.JPG,lake,Beaver,F,36.99,0.656313891,1.08259494,3.184426499,9.292263844,15.34936946,4,11.73237786,1.753802989,6.10470439,6.027934849,3.821810527,0.726954339,5.94830083
BeaL13.020,BeaL13.01_20.JPG,lake,Beaver,unknown,42.31,0.73325573,1.344749709,3.804251113,10.52987805,15.46379988,3.65,13.56409546,1.79530429,7.051261942,6.36964607,5.345065549,0.823835876,6.384258755
BeaL13.022,BeaL13.01_22.JPG,lake,Beaver,unknown,56.76,1.089949371,1.638381633,4.670625658,14.08533285,15.30814837,3.57,17.2130616,2.629246226,9.954731267,9.294010811,6.622140307,0.812537846,9.012354806
BeaL13.025,BeaL13.01_25.JPG,lake,Beaver,F,49.69,0.928539041,1.40443383,3.983349737,10.84679023,15.54608802,3.12,14.69721473,1.939522507,7.603171991,7.207251961,5.519687637,1.208374956,6.998211318
BeaL13.031,BeaL13.01_31.JPG,lake,Beaver,F,49.99,0.862077469,1.427267232,4.06364728,11.80508638,15.46979794,3.49,14.64658608,2.038323596,7.821179048,8.29189956,6.239961487,1.131114904,8.091018542
BeaL13.033,BeaL13.01_33.JPG,lake,Beaver,F,39.09,0.662691952,1.150231453,3.244809782,9.081393712,15.43148279,3.76,12.82859964,1.829278789,6.498131866,5.887106928,3.434903974,0.750850254,5.752805104
BeaL13.034,BeaL13.01_34.JPG,lake,Beaver,F,52.75,0.990728947,1.478794626,4.646664052,12.4016145,15.4675142,3.65,15.73792136,2.450938878,8.934597324,9.459510203,5.487011244,0.890307315,9.269491486
BeaL13.036,BeaL13.01_36.JPG,lake,Beaver,F,40.75,0.669462405,1.238641261,3.75506373,9.780211871,15.47316883,4.34,12.63460476,1.603972197,6.51611366,6.754269506,4.236779936,0.997891852,6.65664601
BooS13.062,Boo13LS.02_62.JPG,stream,Boot,M,42.57,0.757836103,1.049101174,3.363004792,9.675437269,15.59516111,4.29,12.93541822,2.348881585,7.073676261,6.866977061,4.291947556,0.883962136,6.756228553
BooS13.066,Boo13LS.02_66.JPG,stream,Boot,F,44.8,0.816459543,1.20921812,3.591610536,9.311315688,15.46951389,4.06,13.84381246,2.710536741,7.057173582,6.283548647,4.30411574,0.966490107,6.112624647
BooS13.068,Boo13LS.02_68.JPG,stream,Boot,M,58.05,1.343896834,1.896735387,5.413973112,13.95942985,15.46522713,4.21,19.22734712,3.247638057,9.971818349,9.169344605,6.316512242,1.450475427,8.741338886
BooS13.069,Boo13LS.02_69.JPG,stream,Boot,M,55.55,1.165389965,1.892824117,5.092400638,12.78243092,15.39255541,3.96,17.81453504,3.586249584,8.971098824,8.520160817,5.72243133,1.013504415,8.275531051
BooS13.070,Boo13LS.02_70.JPG,stream,Boot,F,43.69,0.890696878,1.117382123,3.463443333,9.76789834,15.54079921,3.84,13.91928442,2.737948886,7.040797383,6.527992544,4.11363422,0.764045325,6.309047286
BooS13.072,Boo13LS.02_72.JPG,stream,Boot,M,55.76,1.148892632,1.837323129,4.797151182,12.91520226,15.46646654,3.87,18.2963283,3.257399426,9.304705737,8.388858561,6.119009265,1.201058892,8.090241424
BooS13.073,Boo13LS.02_73.JPG,stream,Boot,F,58.95,1.200130679,1.87432995,4.914748289,10.95331914,15.46522713,4.38,18.32157212,3.318740918,8.999008042,8.532358429,5.933444271,1.401557521,8.064165638
BooS13.074,Boo13LS.02_74.JPG,stream,Boot,M,47.49,0.92636173,1.427962431,4.187566241,11.21659677,15.51920035,3.87,14.87287523,2.874188527,7.823903281,7.853894101,5.116207975,1.034353893,7.629237797
BooS13.075,Boo13LS.02_75.JPG,stream,Boot,M,49.47,0.981435165,1.239256639,4.359841984,11.25032602,15.59710399,3.27,15.13021411,2.229371597,8.523770568,8.137768057,5.654333767,1.260548128,8.145212945
BooS13.076,Boo13LS.02_76.JPG,stream,Boot,M,47.43,0.872956811,1.368648619,4.109097941,10.98755858,15.45221658,3.49,14.67147101,2.186856534,7.730640164,7.387220396,4.775582033,0.909439407,7.182752124
BooS13.077,Boo13LS.02_77.JPG,stream,Boot,F,54.5,1.0514767,1.369281578,4.402520841,12.65741571,15.54608802,3.19,15.55223575,3.224392696,8.691399107,8.319859348,5.247233538,0.894285292,8.258435192
BooS13.079,Boo13LS.02_79.JPG,stream,Boot,F,52.11,0.979316804,1.476244506,4.14713443,10.68079364,15.49484094,4.31,14.85234416,2.429223617,8.675863664,8.362084951,5.553092947,0.795005009,8.381646957
BooS13.082,Boo13LS.02_82.JPG,stream,Boot,F,55.11,0.841700387,1.421827735,4.209358287,12.47750487,15.46989391,4.05,16.30809697,3.210712145,9.018159003,8.229139909,5.783599702,0.726792826,8.040832786
BooS13.083,Boo13LS.02_83.JPG,stream,Boot,M,43.4,0.908376247,1.388828365,3.881662885,10.09743039,15.54454904,3.99,13.29215327,2.182954633,7.449124311,7.080148885,4.529012633,0.997741282,6.898493381
BooS13.087,Boo13LS.02_87.JPG,stream,Boot,M,56.55,1.315852856,1.980427694,5.346825417,14.63675996,15.46522713,4.31,18.5695735,3.005626041,10.61896575,9.715069718,6.99510083,1.458019992,9.407938077
BooS13.088,Boo13LS.02_88.JPG,stream,Boot,F,42.15,0.705591013,1.073349212,3.497093421,9.404356095,15.46837007,4.22,12.43429468,2.072953924,6.776860537,6.585414397,4.08834569,0.781697514,6.42676802
BooS13.090,Boo13LS.02_90.JPG,stream,Boot,M,40.17,0.808089425,1.117314246,3.49689754,9.242456811,15.39001069,3.39,12.49449527,2.091332037,6.984646976,6.93240693,4.186674501,1.227882337,6.63668967
BooS13.091,Boo13LS.02_91.JPG,stream,Boot,F,41.07,0.798072652,1.022666499,2.951812822,8.756813839,15.38576835,4.19,11.89173448,1.911248886,6.257116367,6.021176031,4.022486546,0.574134223,5.813349597
BooL13.001,BooL13.01_01.JPG,lake,Boot,M,64.78,1.274604946,2.003346995,5.979507978,14.3446348,15.46903792,4.05,21.01769858,2.40205783,11.21180683,9.993964836,7.389441166,1.291814853,9.916725476
BooL13.002,BooL13.01_02.JPG,lake,Boot,M,59.9,1.148581648,2.076389207,5.372346376,13.36337761,15.42816757,2.33,18.99796696,2.290170541,10.86803627,9.649608812,7.122677561,1.095313161,9.764768416
BooL13.003,BooL13.01_03.JPG,lake,Boot,M,65.72,0.818922264,2.007757633,5.439240482,13.75368885,15.46903792,3.04,21.31623612,1.790146652,10.24097346,10.15951614,7.368202713,1.647540097,9.770380941
BooL13.004,BooL13.01_04.JPG,lake,Boot,F,66.36,0.944957556,2.171269853,5.863465363,14.85693965,15.54224099,3.29,21.27268225,2.615338235,10.87253182,10.64888272,7.699061005,1.897035508,10.34727355
BooL13.005,BooL13.01_05.JPG,lake,Boot,F,68.88,1.261455909,2.046387424,5.405309697,13.66200195,15.43148279,4.81,21.02651798,2.608652461,11.55474123,9.749686638,8.029170624,1.798653121,9.687118752
BooL13.006,BooL13.01_06.JPG,lake,Boot,M,64.02,1.311504525,2.339830982,5.896508834,13.77821727,15.39302785,4.5,21.42574551,2.690281851,11.32701712,10.21141455,7.886185639,1.612887141,9.837052389
BooL13.007,BooL13.01_07.JPG,lake,Boot,M,66.8,1.583847732,2.226806212,6.137358153,15.7853029,15.54656755,2.84,22.8201737,3.528902267,11.63830906,9.79719788,7.703152175,1.341856812,9.649485594
BooL13.009,BooL13.01_09.JPG,lake,Boot,M,63.09,0.969369657,2.158055048,5.611564292,14.33134451,15.46989391,4.34,19.12439563,2.800750818,9.951001421,9.505239543,7.034486786,1.092632427,9.287088823
BooL13.010,BooL13.01_10.JPG,lake,Boot,M,54.67,0.998785063,1.660952002,4.719160594,11.98422124,15.46903792,4.38,17.08368302,1.852507459,8.88145941,8.643306069,6.037205855,1.139654488,8.516726594
BooL13.012,BooL13.01_12.JPG,lake,Boot,M,63.16,0.945091016,2.196588292,5.39370869,13.66690168,15.39255541,3.43,18.93211685,3.000089199,10.28466069,9.370366365,7.11392427,1.164905306,9.245400265
BooL13.013,BooL13.01_13.JPG,lake,Boot,F,55.12,0.68164689,1.479061463,4.171201355,11.13395585,15.54454904,3.66,16.45319965,1.884791344,8.941885993,8.455668726,5.308836805,1.225609131,8.284726303
BooL13.015,BooL13.01_15.JPG,lake,Boot,M,62.33,1.405222533,2.03962533,5.533003093,13.95991759,15.38878427,3.21,20.41159999,2.911813268,10.32488658,10.39472791,7.041613941,1.622960779,10.19625257
BooL13.016,BooL13.01_16.JPG,lake,Boot,M,64.86,1.070817261,2.11584337,6.054947013,14.78561007,15.5353238,3.93,21.19967052,3.070220929,11.95312336,10.52817562,7.640280965,1.542385343,10.63687121
BooL13.017,BooL13.01_17.JPG,lake,Boot,M,60.35,0.766100164,1.859536759,5.314787274,12.85743226,15.46989391,3.45,19.46020282,3.438722192,10.15358782,9.052047818,7.199725273,1.411643853,8.891707264
BooL13.018,BooL13.01_18.JPG,lake,Boot,M,66.88,1.356971127,2.063446261,5.734399928,14.27124844,15.39001069,3.83,21.86339332,4.12178507,12.44576734,11.86766197,7.371669598,1.779330588,11.75022394
BooL13.019,BooL13.01_19.JPG,lake,Boot,M,62.41,1.071166976,1.961026473,5.151183933,13.73876901,15.53071233,3.08,19.05955116,3.227398191,10.78353768,9.927658978,6.759731511,1.107630587,9.995976657
BooL13.020,BooL13.01_20.JPG,lake,Boot,M,52.53,0.927999044,1.213982316,2.896439591,10.00719424,15.43558336,4.23,15.5842443,3.119947874,9.356460754,8.661420466,5.772668845,1.071167642,8.589042544
BooL13.021,BooL13.01_21.JPG,lake,Boot,M,61.13,1.200087578,2.02936096,5.64935261,13.56764592,15.4675142,2.56,19.17391318,2.812637679,10.2792355,10.5685479,6.879091298,1.502129428,10.00759083
BooL13.022,BooL13.01_22.JPG,lake,Boot,M,61.82,1.127540343,1.932247247,5.559322317,13.25224625,15.46989391,2.81,18.74143843,3.038413226,10.5421563,10.04744962,7.177450356,1.526406123,9.788768943
BooL13.023,BooL13.01_23.JPG,lake,Boot,unknown,42.54,0.744301548,1.125870412,3.017945418,8.045114023,15.39189631,2.56,11.79561566,1.612091865,6.464206193,6.006090794,4.275998617,0.736773542,5.93694897
ComL13.002,ComL13.01_02.JPG,lake,Comida,M,48.28,0.950494288,1.680281211,4.708485143,11.48929767,14.92618435,3.64,15.79937894,2.341492515,8.706341215,8.090379743,5.239439641,1.229812285,7.85388505
ComL13.003,ComL13.01_03.JPG,lake,Comida,F,44.57,0.930416722,1.246336387,3.829941027,10.58770181,14.93727582,2.92,14.14754069,2.350266183,8.299674612,7.083869836,4.512251,0.72792829,6.990813936
ComL13.004,ComL13.01_04.JPG,lake,Comida,F,39.36,0.690458066,1.141801343,3.216041068,8.59657541,14.93636532,2.34,12.10141755,1.87291516,6.410219728,5.985808389,3.813736134,0.509387234,5.981001542
ComL13.005,ComL13.01_05.JPG,lake,Comida,F,50.52,0.90480076,1.595078392,4.22237713,11.00798848,15.0041803,3.59,15.40791756,2.765606869,8.202559239,7.60047517,5.450282603,1.082428477,7.452861484
ComL13.006,ComL13.01_06.JPG,lake,Comida,M,37.34,0.695773577,1.218893519,3.072601256,8.88512773,14.79086466,2.28,12.05824114,1.69218841,5.822942369,5.493354248,3.594329087,0.724352112,5.491548708
ComL13.007,ComL13.01_07.JPG,lake,Comida,M,60.6,1.131655542,2.152652842,5.896514286,14.96773734,14.92875682,3.97,21.35627719,3.399827509,11.04888256,10.34017924,6.975502475,1.281535923,10.17163546
ComL13.008,ComL13.01_08.JPG,lake,Comida,M,42.57,0.832533025,1.352356707,3.977773757,9.466622025,14.78433532,2.51,14.14195088,1.960606374,7.413433832,6.578761877,4.279653769,0.542172683,6.437177837
ComL13.009,ComL13.01_09.JPG,lake,Comida,unknown,51.61,1.063388408,1.661983463,4.623943021,12.41665439,14.8226042,3.81,17.96467753,3.049848864,8.764973464,8.244889664,5.603290234,0.982293017,8.200200794
ComL13.010,ComL13.01_10.JPG,lake,Comida,M,51.81,1.079301918,1.761038136,4.879136506,12.32757983,15.15989837,3.42,18.04797487,2.250077295,9.317773081,9.33089408,5.529228949,1.209504364,9.106412265
ComL13.011,ComL13.01_11.JPG,lake,Comida,M,45.11,0.843501493,1.327826881,3.908523866,10.25733915,15.00848221,2.82,15.23459377,1.87291516,7.890309565,7.28367755,4.533870328,0.738646131,7.049114557
ComL13.012,ComL13.01_12.JPG,lake,Comida,M,46.75,0.928674178,1.5142709,4.338616579,11.25393211,14.81770901,3.33,15.34664767,2.500374981,8.239883006,7.962014399,5.308219589,0.901346183,7.889631643
ComL13.013,ComL13.01_13.JPG,lake,Comida,M,59.7,1.203614584,2.231811191,5.953483118,13.6418586,14.97977554,3.92,19.88384193,3.016710466,10.74376443,9.924341412,6.37787008,1.393493625,9.66172269
ComL13.014,ComL13.01_14.JPG,lake,Comida,F,58.78,1.239667746,1.842366723,5.42798762,13.57695138,14.8787007,4.32,20.31988213,2.849963307,10.67987,10.44136932,6.722448448,1.328514145,10.3815778
ComL13.015,ComL13.01_15.JPG,lake,Comida,M,51.05,1.018171742,1.759226156,4.626671547,12.02894934,14.78886235,3.47,17.60286364,2.954787879,9.069181818,7.965810606,6.065575758,1.150170455,7.873049338
ComL13.016,ComL13.01_16.JPG,lake,Comida,M,42.74,0.844565087,1.415639444,3.839167595,10.4475166,14.85865477,2.56,13.18709266,1.950616867,7.151130611,6.865954176,4.202624967,0.776199048,6.815339116
ComL13.017,ComL13.01_17.JPG,lake,Comida,M,50.28,0.923668227,1.826035222,5.026269071,12.566319,15.0041803,3.24,17.07955303,2.628200758,8.516056818,8.411325758,5.656787879,0.910492424,8.311108257
ComL13.018,ComL13.01_18.JPG,lake,Comida,F,49.17,0.928042449,1.449045039,3.99181581,9.805714617,14.71041189,3.02,15.93885653,2.614961524,9.238465406,8.371521305,5.765699116,1.148092649,8.144946148
ComL13.019,ComL13.01_19.JPG,lake,Comida,M,50.01,0.991502482,1.567631309,4.637073436,11.68871182,14.92618435,3.07,16.57891698,2.229290566,8.522788679,7.531018868,6.017064151,1.414464151,7.613669295
ComL13.020,ComL13.01_20.JPG,lake,Comida,F,44.62,0.945486709,1.399966695,3.716441143,9.767702542,14.97121652,2.75,14.17878534,1.890991226,7.434613614,6.938944849,4.596302351,0.979876118,6.818065399
ComL13.024,ComL13.01_24.JPG,lake,Comida,M,51.6,0.877103391,1.62465032,4.726407898,11.91484818,15.04314822,3.72,17.62470913,2.254741905,9.960055734,8.449642778,5.555676375,1.030661808,8.261336277
ComL13.036,ComL13.01_36.JPG,lake,Comida,M,45.84,0.842509512,1.152831435,3.49352401,10.3361201,14.78433532,2.87,14.28870121,2.134675825,7.298350516,7.022506173,4.861047424,0.68016231,6.949665082
ComS13.002,ComS13.01_02.JPG,stream,Comida,F,56.35,1.144476545,1.598595891,4.81573147,12.3344674,12.56916275,3.59,18.18029451,2.630752974,9.154829648,8.029042641,6.437334663,1.38714683,7.830162142
ComS13.003,ComS13.01_03.JPG,stream,Comida,F,51.37,1.037897045,1.631058061,4.420101703,10.68834657,12.68593727,3.79,17.52185491,2.898669781,9.511166469,8.935894614,5.790183096,0.963333104,8.472813556
ComS13.005,ComS13.01_05.JPG,stream,Comida,unknown,36.41,0.687389883,1.003364116,3.296146634,8.122579975,12.51483357,2.45,12.53403169,1.883211268,6.639003521,5.94596831,4.187623239,0.704225352,5.796747038
ComS13.006,ComS13.01_06.JPG,stream,Comida,F,45.66,0.921289115,1.349750398,3.949399134,10.66670379,12.68593727,2.79,15.52234113,2.019301902,8.567177612,7.306536443,5.165545728,0.677091201,7.008449526
ComS13.007,ComS13.01_07.JPG,stream,Comida,F,57.84,1.210977281,1.839484061,5.495174474,12.50239496,12.59611883,3.72,18.51760207,3.364482149,9.388231691,9.205176035,6.980880028,0.760618206,8.920808029
ComS13.008,ComS13.01_08.JPG,stream,Comida,F,47.57,1.013646574,1.340124568,4.07496852,9.977956,16.84885058,3.05,14.54892057,1.86270707,8.173001859,8.209443315,5.09232626,0.789293949,7.906638682
ComS13.009,ComS13.01_09.JPG,stream,Comida,M,57.91,1.344883183,1.915669819,5.449088055,13.83320192,12.40219912,4.25,19.40389931,3.058711806,11.14339931,10.75918403,7.099993056,1.21478125,10.41064641
ComS13.010,ComS13.01_10.JPG,stream,Comida,F,56.87,1.164327006,1.769505976,5.215276775,13.69485356,12.68344052,4.17,19.19110749,2.431597883,10.62141466,10.00698801,7.350999156,1.405698421,9.857167339
ComS13.011,ComS13.01_11.JPG,stream,Comida,unknown,53.37,1.139304522,2.06627032,5.22059002,13.74557486,12.68113538,3.64,19.14307746,3.521440141,10.62164789,10.19255282,6.542690141,0.990376761,9.893080486
ComS13.012,ComS13.01_12.JPG,stream,Comida,M,54.86,1.083345478,1.85167429,5.284258812,12.14264378,12.85870632,3.66,17.85719917,2.885097967,9.472451767,9.711492645,6.283104099,0.709940386,9.570138977
ComS13.013,ComS13.01_13.JPG,stream,Comida,F,51.16,0.973425463,1.449700586,4.274393542,11.58733964,12.79818331,3.55,17.2764983,2.897196753,9.259529379,8.205692008,6.483885167,0.921637635,8.001576142
ComS13.014,ComS13.01_14.JPG,stream,Comida,M,33.23,0.663079466,0.82543191,2.763409752,7.969000041,12.74111882,2.4,10.60915722,1.643346875,5.762409804,5.492593226,3.605618428,0.519790617,5.442171728
ComS13.015,ComS13.01_15.JPG,stream,Comida,M,56.61,1.141110068,1.792850548,5.247323595,13.64011434,12.80072847,4.21,17.98834859,2.890757042,9.420049296,8.687982394,6.43740493,1.113478873,8.416008588
ComS13.017,ComS13.01_17.JPG,stream,Comida,F,61.62,1.368265817,1.895208761,5.40567731,14.24569068,12.64989723,5.21,20.4390342,2.969250111,10.10160767,9.753684396,7.123610275,1.501332371,9.052803844
ComS13.018,ComS13.01_18.JPG,stream,Comida,M,52.14,1.012660972,1.839186806,4.909236528,12.96895381,13.25473506,3.95,18.96427098,2.926051398,8.9514573,8.687573983,6.426185478,1.12518069,8.354519306
ComS13.019,ComS13.01_19.JPG,stream,Comida,M,56.68,1.298148503,2.052843005,5.690884739,12.83985548,12.62842333,3.76,19.35290753,2.745804795,10.07933562,9.093636986,7.304369863,1.342962329,8.674597369
ComS13.021,ComS13.01_21.JPG,stream,Comida,F,50.23,0.854087538,1.254444316,3.94820074,11.58470408,12.65204906,3.43,16.56475548,3.507475816,8.260589191,7.570238885,5.523706653,1.024843218,7.004984921
ComS13.023,ComS13.01_23.JPG,stream,Comida,F,51.7,1.06567516,1.527828907,4.686979207,11.33192196,12.74158651,3.24,16.60558323,2.291603072,8.909778455,8.020568697,5.657040021,1.213139574,7.994388829
ComS13.024,ComS13.01_24.JPG,stream,Comida,M,54.86,1.109535737,2.093360897,5.063577404,12.93470328,12.74344607,3.68,20.07023954,3.007734076,10.33071568,9.495848004,7.13817494,1.46014608,9.465417455
ComS13.026,ComS13.01_26.JPG,stream,Comida,M,58.11,1.23356113,2.029755601,5.578670228,12.56322189,12.65778331,4.38,20.08854577,3.054894366,10.38068662,9.93409507,7.582415493,1.277133803,9.578039969
FreL13.001,FreL13.01_01.JPG,lake,Frederick,M,42.1,0.792769241,1.309457194,3.675852939,9.263225686,14.51511453,2.52,14.56180357,1.680089286,7.409314286,6.730317857,4.14655,1.242325,6.531419354
FreL13.002,FreL13.01_02.JPG,lake,Frederick,F,36.16,0.56848816,1.113878384,2.921567163,7.241398492,12.91548873,2.04,11.43852441,1.933687744,5.85767457,4.791061309,3.401325302,0.411557475,4.729294016
FreL13.003,FreL13.01_03.JPG,lake,Frederick,M,39.37,0.749731066,1.234981421,3.306610492,8.068026476,13.45801662,2.5,12.55356736,1.604343113,6.287180071,5.954162885,3.710723414,0.604698278,5.736936293
FreL13.004,FreL13.01_04.JPG,lake,Frederick,F,40.03,0.802803445,1.087839014,3.004876517,7.924510045,13.52160752,2.43,12.54419274,1.89460321,6.705346816,5.595976287,3.709719541,0.523921025,5.520144756
FreL13.005,FreL13.01_05.JPG,lake,Frederick,M,38.64,0.657158221,1.18770899,3.289993784,8.362488593,15.23948807,1.97,12.72719026,1.613460132,6.264706975,6.163722415,3.61134087,0.786516011,5.838864015
