habitat,watershed,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,Habitat.L.0..S.1,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm,fishID.univ,filename,habitat,watershed,sex,standard.length.from.calipers,jaw.opening.in.lever.length.mm,jaw.closing.in.lever.length.mm,jaw.out.lever.length.mm,buccal.cavity.length.mm,epaxial.area.mm.squared,gape.width.mm,L.outlever.neurocranium.mm,L.inlever.epaxial.height.mm,KT.fixed.link.mm,KT.coupler.link.mm,KT.input.link.mm,KT.output.link.mm,KT.diagonal.mm
stream,roberts,4.48,4.55,12.21,2.23,9.81,2.76,11.03,2.43,4.35,4.45,14.96,7.23,6.48,22.08,882.66,49.64,10.6,3.41,2.89,5.37,6.09,4.48,9.75,7.43,3.73,2.64,1,1.74,49.03,5.84,6,5.75,7,19,19,0.98,0.93,0.95,2.84,RobS13.010,RobS13.01_10.JPG,stream,Roberts,F,49.03,0.897359311,1.791807065,4.230904015,10.59923306,15.24211944,3.41,17.39309469,2.760607528,8.443745063,7.26392585,4.785697903,1.290199391,7.169652429
stream,roberts,4.55,5.24,13.09,2.18,10.21,2.48,11.74,2.84,4.17,4.92,15.21,8.38,6.39,24.14,1093.84,50.96,10.96,4.16,3.99,5.19,6.04,3.75,9.26,7.26,5.23,3.27,1,2.23,50.17,7.17,7,7.2,7,17,17,1.09,1.12,1.04,2.92,RobS13.019,RobS13.01_19.JPG,stream,Roberts,M,50.17,0.883379226,1.452253894,4.347190413,10.95561641,15.23980711,4.16,17.43316035,2.694675663,8.601007067,7.369545962,4.949701181,1.187191018,7.052718905
stream,roberts,4.89,5.9,13.57,2.35,9.74,3.12,12.86,2.19,3.11,4.5,13.67,8.98,6.11,25.71,1111.47,52.77,11.19,3.66,3.45,6.38,7.4,5.63,11.44,8.58,5.37,3.76,1,3.04,52.01,7.25,8,7.32,7,19,19,1.09,1.02,1.08,2.92,RobS13.021,RobS13.01_21.JPG,stream,Roberts,F,52.01,1.035818806,1.380628354,4.322594108,11.18990888,15.27889458,3.66,16.64842169,3.166789326,8.436565965,7.496902003,5.493592382,1.351257598,7.202508345
stream,roberts,5,5.72,11.93,2.13,7.81,2.77,11.72,1.71,3.4,4.07,13.23,8.1,5.35,21.32,849.11,48.46,10.61,3.57,3.52,5.85,6.57,4.14,10.88,7.99,5.01,3.36,1,2.14,47.11,7.53,6,7.6,6,15,15,0.73,0.73,0.61,3.15,RobS13.024,RobS13.01_24.JPG,stream,Roberts,F,47.11,0.902508076,1.230181111,3.839597909,10.61217536,15.20464651,3.57,15.27045646,2.731076593,7.506051658,6.238819842,4.885201229,1.314096026,6.154321658
stream,roberts,4.33,5.93,14.53,2.43,9.18,2.51,14.87,2.65,4.06,4.92,15.57,8.76,6.65,24.25,1044.47,56.46,12.23,4.39,3.62,8.06,8.32,6.28,10.7,8.52,5.25,3.55,1,3.98,55.31,6.42,6,6.66,7,17,17,0.96,0.94,0.95,2.63,RobS13.029,RobS13.01_29.JPG,stream,Roberts,F,55.31,NA,NA,NA,12.23359844,15.3166425,4.39,17.57807329,3.912904868,8.459359477,7.045791491,5.418050047,1.508108853,7.044970456
stream,roberts,3.46,5.28,12.64,1.8,8.03,2.09,10.72,1.84,3.03,4.17,12.44,8.65,5.43,21.61,840.94,49.8,9.97,3.33,3.59,4.91,6.11,4.02,9.39,7.65,4.65,3.07,1,1.99,49.02,6.49,5,6.66,5,16,16,0.9,0.88,0.86,3.07,RobS13.030,RobS13.01_30.JPG,stream,Roberts,F,49.02,0.789124247,1.174999218,3.515278044,9.973221497,15.19018157,3.33,15.05113657,2.781982833,6.957456212,6.228464359,3.947169924,0.835087395,5.959379115
stream,roberts,4.09,5.25,12.82,2.26,9.98,3.22,11.26,2.72,4.02,4.07,13.93,8.24,5.35,21.22,795.87,47.57,10.46,3.16,2.53,4.75,5.7,3.24,8.89,6.8,5.09,3.14,1,1.71,46.25,7.54,7,7.59,7,17,17,0.97,0.92,0.88,2.86,RobS13.031,RobS13.01_31.JPG,stream,Roberts,M,46.25,1.03586493,1.084686461,4.096767119,10.45837876,15.29229797,3.16,15.66566891,2.876060181,7.390656812,6.709228602,4.731996831,1.004364227,6.64078171
lake,swan,4.33,5.26,10.83,2.48,7.22,2.83,10.28,2.6,3.31,4.22,13.5,6.44,5.33,19.38,658.77,44.38,9.78,3.01,1.78,4.22,4.7,3.23,9.63,6.65,4.07,2.97,0,1.34,44.2,6.97,9,6.87,8,16,16,1.02,1.01,1.09,2.95,SwaL13.001,SwaL13.01_01.JPG,lake,Swan,M,44.2,1.03463584,1.40206744,4.013326646,9.776622421,16.3485821,3.01,15.40757413,2.5,7.74428662,6.922839305,4.735844534,1.064724422,6.733261006
lake,swan,5.11,4.95,7.98,1.74,6.24,2.45,9.04,2.25,2.88,3.88,11.51,5.6,4.53,15.91,452.5,36.75,8.13,2.41,1.87,3.6,4.32,2.74,6.19,4.55,3.47,2.15,0,0.75,35.71,5.77,8,5.86,7,19,19,0.75,0.66,0.69,3.65,SwaL13.002,SwaL13.01_02.JPG,lake,Swan,M,35.71,0.813699381,1.193074026,3.298347899,8.12983352,16.28560485,2.41,12.38934944,2.045962825,6.648561338,5.86666171,3.869386617,0.698449814,5.673257086
lake,swan,4.39,4.77,8.77,1.5,7.04,1.69,7.72,2.11,2.38,3.71,11.11,5.16,4.88,16.53,483.11,36.67,8.13,2.17,1.71,3.31,3.63,2.64,7.82,5.7,3.22,2,0,0.66,36.5,6.05,8,5.76,8,17,17,0.88,0.89,0.81,3.83,SwaL13.003,SwaL13.01_03.JPG,lake,Swan,M,36.5,0.814760354,1.138983907,3.273223871,8.128351739,16.29481346,2.17,12.24812403,1.528195879,6.401006069,5.652357519,3.581046469,0.904476977,5.551714846
lake,swan,4.24,5.31,8.73,1.49,6.33,1.33,7.52,1.74,2.49,3.41,10.56,5.58,4.33,16.1,453.93,35.37,8.6,2.04,1.42,2.84,3.21,2.48,8.01,5.46,3.15,2.15,0,0.61,34.58,6.16,7,6.23,7,18,18,0.91,0.82,0.89,4.04,SwaL13.004,SwaL13.01_04.JPG,lake,Swan,M?,34.58,0.739825456,1.050336646,2.952559633,8.601537502,16.02000879,2.04,11.85623507,1.568940299,5.864384328,5.476436567,3.214373134,0.86788806,5.249404596
lake,swan,3.16,3.57,6.42,1.27,4.25,1.69,7.03,1.48,1.82,3.25,8.58,3.47,3.83,11.36,193.66,29.84,6.94,1.94,1.35,3.14,3.48,2.02,4.84,3.86,2.16,1.68,0,0.39,29.27,4.48,9,4.48,7,16,16,0.58,0.6,0.66,5.04,SwaL13.005,SwaL13.01_05.JPG,lake,Swan,M?,29.27,0.557066528,0.7805767,2.447119932,6.942578131,15.78072812,1.94,9.992665428,1.531401487,5.170628253,4.573851301,2.877862454,0.552643123,4.431906587
lake,swan,3.54,4.72,8.73,1.73,6.26,1.73,7.85,1.77,2.32,3.24,10.54,5.3,4.38,15.2,391.47,37,8.46,2.11,1.91,2.86,3.68,2.35,7.25,4.97,3.09,1.98,0,0.67,36.4,5.55,7,5.68,7,17,17,0.72,0.65,0.78,3.66,SwaL13.006,SwaL13.01_06.JPG,lake,Swan,F,36.4,0.653544086,1.144012896,2.986207909,8.461202773,16.10245639,2.11,11.91526618,2.229259676,5.995551382,5.505013731,3.501569591,0.649925116,5.465477175
lake,swan,4.41,5.3,8.54,1.97,6.35,1.63,9.19,2.35,3.03,3.91,12.07,5.69,4.85,16.52,492.53,37.22,9.28,2.96,2.38,3.22,4.14,2.33,7.1,6.38,3.44,2.47,0,0.81,36.14,6.29,7,6.59,7,18,17left one on roof of mouth,0.83,0.65,0.76,3.46,SwaL13.007,SwaL13.01_07.JPG,lake,Swan,M,36.14,0.87085645,1.094644174,3.53135872,9.280214468,16.07408468,2.96,13.17691669,2.898040369,6.597521517,6.020848865,3.664217724,0.748096151,5.912084899
lake,swan,5.38,6.22,12.62,2.3,7.86,3.11,11.92,2.84,3.52,4.67,14.93,8.51,6.35,23.27,1017.91,50.94,11.12,3.4,2.61,5.58,5.57,3.9,10.02,7.64,4.38,2.95,0,2.09,49.52,7.51,7,7.48,7,16,16,0.96,0.97,0.84,2.7,SwaL13.011,SwaL13.01_11.JPG,lake,Swan,F,49.52,0.88783364,1.445529892,4.137374829,11.11882298,16.02050637,3.4,16.52634501,2.960582948,8.305375344,7.535373632,5.239013848,1.190380865,7.262440538
lake,swan,4.43,4.73,8.01,1.57,6.34,2.28,7.89,1.96,2.68,3.92,11.04,3.37,4.78,14.22,361.04,35.19,8.45,2.51,2.01,3.06,3.7,2.4,6.44,4.51,3.08,2.09,0,0.64,34.47,5.97,6,5.9,7,16,13three left on roof of mouth and subsequently lost,0.79,0.79,0.75,3.61,SwaL13.012,SwaL13.01_12.JPG,lake,Swan,unknown,34.47,0.720522381,0.988003716,3.231282104,8.445722037,16.18007971,2.51,12.26365436,1.820441163,6.166897526,5.474748639,3.950068472,0.795663554,5.265608084
lake,swan,5.63,6.08,11.06,2.24,8.67,2.35,10.59,2.59,3.31,4.06,13.51,6.9,5.63,19.75,685.09,45.52,10.72,3.6,3.36,4.33,5.2,3.67,9.37,7.22,4.33,2.72,0,1.56,45.11,7.56,7,7.48,6,17,17,1.06,1.04,1.01,3,SwaL13.013,SwaL13.01_13.JPG,lake,Swan,M,45.11,1.101817082,1.367835221,4.18797989,10.71796055,16.35009604,3.6,16.00276308,2.408589983,8.042513839,7.130475644,4.93899984,1.02608761,6.785080374
lake,swan,5.3,6.52,11.96,2.25,8.51,3.83,11.51,2.44,3.65,4.52,14.87,7.8,5.7,21.66,844.46,51.12,11.46,3.22,2.83,4.4,5.54,3.98,11.48,8.45,4,3.08,0,1.94,50.78,7.02,8,7.36,8,16,16,0.98,1,0.74,2.5,SwaL13.014,SwaL13.01_14.JPG,lake,Swan,F,50.78,1.134867457,1.743501783,4.516048817,11.45812466,16.23845249,3.22,16.89277323,2.581736059,8.342464684,7.107884758,4.869115242,0.953423792,6.842663529
lake,swan,4.69,5.38,9.14,1.81,6.78,2.43,9.51,2.5,2.92,4.09,12.66,6.73,5.38,19.33,630.75,39.22,9.89,2.74,1.89,3.84,4.16,2.96,8.36,5.54,3.43,2.32,0,0.93,38.04,6.28,7,6.44,8,17,17,1.06,1.02,0.99,3.13,SwaL13.015,SwaL13.01_15.JPG,lake,Swan,M,38.04,0.86632032,1.22558128,3.587217672,9.890368687,16.02072483,2.74,13.82648418,2.227139883,7.235452788,6.028809427,4.339787979,0.77865378,5.850521276
lake,swan,4.98,5.92,10.67,2.25,6.18,4.09,10.8,2.27,2.92,4.05,12.76,7.46,5.51,20.13,667.02,46.43,9.28,2.79,2.17,4.55,5.16,3.85,9.52,6.91,3.64,2.61,0,1.51,44.16,6.97,7,7.08,7,16,16,0.91,0.9,0.85,3.12,SwaL13.016,SwaL13.01_16.JPG,lake,Swan,F,44.16,0.931004641,1.23850697,3.642481142,9.281677783,16.26549751,2.79,14.11844061,2.504195052,7.187608965,6.374177811,4.391221208,0.842787224,5.974681917
lake,swan,5.04,5.83,9.88,2.24,5.99,2.95,9.92,2.3,3.17,4.55,13.62,7.95,5.93,21.83,905.07,46.54,10.48,3.11,2.19,4.06,4.98,3.7,10.23,7.05,3.78,2.39,0,1.49,45.39,6.28,7,6.45,7,16,16,0.97,0.94,0.91,2.61,SwaL13.017,SwaL13.01_17.JPG,lake,Swan,F,45.39,0.973295784,1.398778776,4.240670462,10.48403538,16.23962912,3.11,15.34277323,2.30602974,7.912628253,7.714089219,4.647881041,0.981442379,7.324929552
lake,swan,4.3,5.27,8.41,1.83,6.03,2.25,7.64,2.28,2.73,3.6,10.94,5.53,4.09,15.34,390.27,36.53,8.74,2.2,1.57,3.25,3.84,2.42,7.26,5.1,3.1,2.12,0,0.64,35.3,6.28,7,6.27,7,17,17,0.66,0.64,0.6,3.71,SwaL13.019,SwaL13.01_19.JPG,lake,Swan,unknown,35.3,0.661551596,1.064761809,2.999948085,8.736328365,16.23845249,2.2,12.26133224,1.829829389,6.334871226,5.642073449,3.62545078,0.834331129,5.363777537
lake,swan,4.25,4.87,8.69,1.89,6.02,2.53,8.48,1.73,2.39,3.6,10.71,4.17,4.43,14.3,373.23,36.52,8.76,2.45,2.01,2.81,3.71,2.38,7.11,5.11,3.33,2.53,0,0.74,36.3,5.73,6,5.88,6,16,16,0.67,0.74,0.72,3.94,SwaL13.020,SwaL13.01_20.JPG,lake,Swan,F,36.3,0.734699491,1.253603562,3.549130789,8.76276347,16.18355397,2.45,12.29409554,2.494904085,6.235585516,5.685241806,3.631674968,0.710150549,5.573880796
lake,swan,5.09,6.23,9.83,1.68,4.89,2.5,9.33,2.14,3.01,3.88,12.28,7.2,4.92,19.77,702.2,41.75,9.6,2.62,2.4,3.61,4.3,2.63,9.22,6.7,3.29,2.27,0,0.97,40.75,7.9,8,7.71,7,16,16,0.88,0.86,0.76,3.6,SwaL13.021,SwaL13.01_21.JPG,lake,Swan,F,40.75,0.727453375,1.275709591,3.511193976,9.59670821,16.07457665,2.62,13.61674492,2.482567715,6.489154336,6.155797422,3.965012839,0.944256318,5.949909427
lake,swan,4.65,5.76,8.86,1.73,6.13,2.49,9.35,1.92,2.81,3.7,11.79,6.46,4.97,18.13,557.16,39.76,8.57,2.52,2.12,2.96,4,2.38,6.99,5.26,3.43,2.32,0,0.84,38.67,6.81,7,6.55,8,18,17 one along bottom left behind,0.8,0.78,0.65,4.33,SwaL13.022,SwaL13.01_22.JPG,lake,Swan,F,38.67,0.852575109,1.268051837,3.315950913,8.573685339,16.10245639,2.52,13.19794024,2.235419155,6.583131941,6.16120927,3.928726897,0.732251334,6.043108167
lake,swan,3.84,4.88,8.71,1.78,5.01,1.7,8.53,1.9,2.28,3.66,10.99,5.52,4.97,16.26,473.46,38.19,8.53,2.37,1.65,3.19,3.91,2.4,7.17,5.16,3.16,2.25,0,0.7,36.57,6.07,8,6,8,16,16,0.72,0.73,0.64,3.64,SwaL13.023,SwaL13.01_23.JPG,lake,Swan,F,36.57,0.649546199,1.117965826,3.227799223,8.525250965,16.38990912,2.37,12.72973532,1.897315836,6.385441441,5.683687512,4.090121684,0.730347938,5.657856461
lake,swan,3.48,5.03,7.15,1.57,5.23,2.24,8.01,1.55,2.04,3.74,10.26,5.19,4.23,14.68,403.94,35.25,8.17,2.44,2.12,3.24,3.27,2.1,6.34,4.47,2.82,2.13,0,0.62,34.66,5.34,8,5.53,8,15,15,0.63,0.61,0.7,3.62,SwaL13.024,SwaL13.01_24.JPG,lake,Swan,F,34.66,0.696329955,1.151209421,2.811552186,8.168958253,16.1012172,2.44,11.60338712,2.171720927,6.264292358,5.689639021,3.515029698,0.536126515,5.574815524
stream,swan,3.71,5.45,10.3,1.89,7.14,2.74,9.71,2.27,3.6,3.92,13.36,6.06,5.51,19.08,684.96,46.02,10.53,3.12,3.06,3.8,5,3.59,9.72,7.25,3.33,2.36,1,1.34,45.5,5.76,7,5.85,7,16,16,0.71,0.8,0.76,2.59,SwaS13.001,SwaS13.01_01.JPG,stream,Swan,F,45.5,0.852716174,1.309691729,3.566107428,10.52851291,13.51928027,3.12,14.92878762,2.16142572,7.58442723,6.790616954,4.202774065,1.013108441,6.710419281
stream,swan,5.41,6.81,13.99,2.48,8.62,3.93,12.33,3.06,4.25,4.45,15.89,9.06,6.53,24.45,1069.92,55.44,12.53,3.77,3.49,4.95,6.19,4.93,9.4,7.51,4.44,3.24,1,2.44,54.51,7.37,7,7.25,7,17,17,1.17,1.14,1.24,2.3,SwaS13.002,SwaS13.01_02.JPG,stream,Swan,F,54.51,1.088928875,1.53862613,4.868294933,12.53416464,13.77704071,3.77,17.11136569,2.670456909,9.061185,8.160533982,5.481953038,0.969727206,8.031217709
stream,swan,3.79,5.36,12.31,2.36,7.93,4.64,13.25,3.21,4.87,4.6,16.89,8.33,7.06,23.98,1000.57,52,12.88,4.31,3.85,6.47,6.44,4.28,10.15,7.95,4.34,3.06,1,2.95,51.71,NA,7,6.73,7,18,17 one left behind,1.03,0.91,0.92,2.35,SwaS13.004,SwaS13.01_04.JPG,stream,Swan,M,51.71,1.15477454,1.889015113,4.864051261,12.88279312,13.75345558,4.31,18.21798093,3.011236397,9.357567029,8.45388956,5.706038412,1.523508765,8.169388329
stream,swan,4.87,5.61,9.65,1.72,5.55,2.75,8.66,2.15,3.01,3.37,11.73,5.97,4.38,17.1,499.24,39.02,8.88,2.36,2.12,3.18,3.9,2.85,8.25,6.4,3.1,2.27,1,0.86,38.84,6.19,8,6.4,7,18,18 confirmed-see Note2,0.63,0.56,0.6,3.36,SwaS13.006,SwaS13.01_06.JPG,stream,Swan,F,38.84,0.772880412,1.161053374,3.325490724,8.875079915,13.71228224,2.36,13.36531229,1.933228482,6.812641878,6.336826402,4.070260131,0.708805518,6.159738929
stream,swan,4.21,4.82,10.14,1.89,6.78,3.07,9.78,2.35,3.67,4.01,13.07,6.17,5.47,18.61,646.37,42.57,10.26,3.01,2.5,3.61,4.14,3.04,9.34,6.7,3.38,2.49,1,1.19,42.68,6.04,7,6.61,7,15,15,0.95,0.93,0.86,2.63,SwaS13.007,SwaS13.01_07.JPG,stream,Swan,M,42.68,0.762557061,1.369543407,3.729910527,10.2574664,13.45801662,3.01,14.86995394,2.33453449,7.384199627,6.655135656,4.589154054,0.89242157,6.556687273
stream,swan,4.83,5.44,11.1,2.28,7.03,2.79,11.09,2.53,3.82,3.8,13.81,7.08,5.27,21.03,781.69,46.72,10.34,3.11,2.72,3.61,5.03,3.53,8.65,7.07,3.55,2.6,1,1.66,46.99,6.36,7,6.65,7,16,16,0.79,0.91,0.86,2.76,SwaS13.008,SwaS13.01_08.JPG,stream,Swan,F,46.99,0.885635572,1.317028056,3.911281799,10.34439629,13.71357332,3.11,14.84501096,2.256736287,7.413301316,6.283744837,4.877577882,1.077186384,6.265232232
stream,swan,4.78,6.16,12.01,2.43,8.67,3.33,12.87,3.46,4.75,4.71,16.81,8.47,6.65,24.49,1138.21,51.58,13.3,3.65,2.18,5.33,5.84,4.36,11.24,8.16,4.09,2.69,1,2.48,51.92,6.86,8,6.8,8,18,18,1.03,1.06,1.07,2.56,SwaS13.009,SwaS13.01_09.JPG,stream,Swan,M,51.92,1.139497726,1.742155555,4.965197813,13.30193473,13.90783353,3.65,18.94761306,3.035472215,9.595229592,8.168334148,5.721917906,1.13782134,7.810920797
stream,swan,3.69,4.07,5.62,1.34,5.82,2.04,8.27,1.8,2.28,3.52,10.36,5.05,4.06,14.46,384.52,35.81,7.71,2.24,2.14,2.95,3.44,2.21,6.53,5.15,3,2.24,1,0.64,36.17,5.32,7,5.39,7,12,10left two at the roof of the mouth,0.65,0.67,0.54,4.97,SwaS13.010,SwaS13.01_10.JPG,stream,Swan,unknown,36.17,0.648748768,1.073770938,3.105331098,7.710730748,13.64794431,2.24,11.73058376,1.795197418,5.710491991,5.080754251,3.182515632,0.823135499,4.94098692
stream,swan,5.39,7.08,14.16,2.55,9.43,3.17,14.21,2.67,4.25,4.16,16.42,9.75,6.45,25.27,1105.12,58.91,13.98,5.16,4.7,6.66,7.12,5.45,9,7.48,4.97,3.42,1,4.18,60.19,6.93,9,7.36,10,17,17,1.04,1.07,1.04,2.23,SwaS13.011,SwaS13.01_11.JPG,stream,Swan,F,60.19,1.223070719,1.929936069,5.089333164,13.97645692,13.90698607,5.16,19.2205584,3.67572148,9.619388209,8.740501186,5.964640228,1.279216792,8.343632985
stream,swan,5.03,5.57,10.22,2.14,7.64,2.85,10.23,2.06,2.99,3.93,12.81,4.38,4.93,15.38,402.8,46.55,9.6,3.13,3.02,3.38,4.5,3,8.86,6.57,3.76,2.74,1,1.47,46.46,7.05,8,7.09,7,15,15,0.8,0.76,0.79,2.84,SwaS13.013,SwaS13.01_13.JPG,stream,Swan,F,46.46,0.980006857,1.351201395,3.849353458,9.599437815,13.64890818,3.13,15.34779164,2.427478704,7.366420015,6.623844875,4.563435016,1.255154902,6.250687308
stream,swan,4.37,4.88,11.04,1.59,6.14,2.67,10.15,2.14,3.51,3.26,12.42,6.76,5.03,19.18,663.46,45.07,9.68,3.02,2.84,4.26,4.82,3.29,9.15,6.77,3.73,2.42,1,1.44,44.73,6.3,9,6.19,9,18,17 one left behind,0.73,0.75,0.68,3.07,SwaS13.014,SwaS13.01_14.JPG,stream,Swan,F,44.73,0.689191276,1.167518802,3.414159482,9.677117453,13.09264686,3.02,14.2634649,2.587176397,6.5724495,6.015572009,3.975486634,0.958375132,5.985833719
stream,swan,5.14,6.65,14.64,2.75,9.32,2.68,13.48,3.15,4.25,4.53,16.54,9.41,7.29,25.93,1163.3,57.4,13.05,4.15,3.14,5.95,7.19,5.68,10.47,8.26,4.63,3.23,1,3.15,56.37,7.24,7,7.56,7,16,16,1,1.11,0.86,2.53,SwaS13.016,SwaS13.01_16.JPG,stream,Swan,F,56.37,1.187723034,1.647866292,4.958719454,13.04511419,13.71357332,4.15,18.75535216,3.327965728,8.856231124,8.246445695,6.202231401,1.669560988,8.081424204
stream,swan,5.66,6.61,12.59,2.69,7.08,3.69,14.32,2.89,3.71,4.29,15.17,8.55,6.58,23.88,1075.14,55.67,12.58,3.88,3.36,6.81,6.71,4.39,9.54,8.19,4.43,3.39,1,3.29,55.75,7.58,7,7.15,7,17,17,1.17,1.1,1.15,2.27,SwaS13.019,SwaS13.01_19.JPG,stream,Swan,F,55.75,1.178525123,1.634534881,4.6187579,12.5788544,13.7778731,3.88,18.06278723,4.116940325,8.528747812,7.849272259,5.381044779,0.917772175,7.51737958
stream,swan,4.05,5.31,9.89,1.76,7.04,2.36,8.66,1.56,1.93,3.71,11.04,5.26,5,16.84,483.81,39.94,9.51,2.65,1.76,3.27,4.14,2.87,7.32,5.46,3.27,2.34,1,0.88,39.59,6.61,7,6.47,7,18,18,0.83,0.89,0.77,3.2,SwaS13.020,SwaS13.01_20.JPG,stream,Swan,F,39.59,0.785531333,1.187578064,3.353596664,9.512988068,13.71274996,2.65,13.17949606,2.031237429,6.779236911,6.219532473,4.151116022,0.697164142,5.99243199
stream,swan,5.6,6.29,10.13,1.9,6.64,2.74,10,2.27,3.13,3.91,12.88,6.75,5.27,19.16,649.08,44.39,9.74,2.73,2,3.3,4.5,3.12,8.74,6.48,3.59,2.49,1,1.22,43.92,6.98,5,7.08,5,16,16,0.96,0.91,1.03,3.17,SwaS13.021,SwaS13.01_21.JPG,stream,Swan,F,43.92,0.899203375,1.155895993,3.592032636,9.74365139,13.71177611,2.73,14.31761924,2.199988146,7.007494854,6.078781945,4.543192912,0.787314577,6.034287616
stream,swan,4.07,5.04,8.32,1.91,7.3,1.95,9.47,2.35,2.89,4.24,12.22,5.78,5.15,18.26,539.41,40.8,7.83,2.54,1.83,3.01,4.12,2.68,8.02,5.72,3.99,2.3,1,0.97,41.12,5.77,7,5.91,7,18,18,0.87,0.82,0.6,3.54,SwaS13.022,SwaS13.01_22.JPG,stream,Swan,unknown,41.12,0.739161429,1.181940036,3.818026559,7.83222001,13.58455719,2.54,14.03966077,2.034041686,6.768256681,5.840343704,4.067417936,0.909501334,5.861136326
stream,swan,5.29,5.85,14.39,2.88,9.9,3.59,14.67,2.93,3.92,4.62,15.72,10.3,7.47,27.36,1348.63,58.49,12.21,4.54,3.14,5.88,7.21,5.12,10.73,8.97,4.87,3.61,1,4.02,58.43,7.4,7,7.43,8,17,17,1.1,1.11,1.12,2.5,SwaS13.023,SwaS13.01_23.JPG,stream,Swan,F,58.43,1.262053798,1.818806622,4.888141717,12.20836033,13.65007577,4.54,18.34242542,3.872673779,9.844172946,8.487775037,6.506565309,0.986452491,8.204059931
stream,swan,5.7,5.97,13.54,2.39,8.47,3.71,13.96,2.77,4.17,4.44,16.49,9.51,6.19,24.36,1074.72,57.87,12.99,4.06,4.43,6.43,6.77,5.04,10.26,9.09,4.6,2.85,1,3.39,58.15,5.92,7,6.71,7,18,18,0.87,0.91,0.92,2.28,SwaS13.024,SwaS13.01_24.JPG,stream,Swan,F,58.15,1.090720612,1.766564595,4.951362247,12.98753788,13.77606001,4.06,19.03031502,3.113581047,9.826776037,8.984574192,5.935516718,1.646215522,8.459441312
stream,swan,5.81,6.68,14.38,2.43,7.89,3.69,13.59,3.29,3.72,4.65,15.95,7.94,6.92,24.74,1009.06,58.41,12.43,4.39,3.3,6.17,6.98,5.71,11.05,9.31,4.29,3.04,1,3.4,57.35,7.14,8,7.2,5,16,16,0.89,1.08,1.02,1.97,SwaS13.025,SwaS13.01_25.JPG,stream,Swan,F,57.35,1.198013291,1.853385264,4.664634278,12.43088148,13.77606001,4.39,18.55133333,3.267472527,9.52867033,8.904413919,6.181692308,1.573388278,8.51362747
stream,swan,4.72,5.83,11.86,2.21,8.93,3.29,12.96,2.7,4.29,4.75,16.11,8.5,6.82,23.83,1003.05,55.55,12.74,4.44,3.02,5.74,6.33,4.93,9.89,7.7,3.93,2.44,1,2.78,55.03,6.24,7,6.56,7,20,20,0.84,0.74,0.63,2.69,SwaS13.026,SwaS13.01_26.JPG,stream,Swan,F,55.03,1.12158829,1.733053023,4.930720126,12.74040132,13.58345485,4.44,18.74941806,2.894622232,9.337537861,8.815665369,5.902849484,1.359721883,8.379172042
lake,thiemer,5.82,7.32,13.09,2.16,9.43,2.8,12.25,2.9,4.24,5.39,15.96,9.06,7.12,25.5,1183.68,54.75,12.14,3.65,3.61,5.39,6.25,4.78,12.75,8.72,4.98,3.35,0,2.39,55.14,9.25,7,9.42,7,21,21,0.92,0.97,1.02,2.39,TheL13.001,TheL13.01_01.JPG,lake,Theimer,F,55.14,0.957692627,1.599378479,4.57022899,12.14006848,15.93456048,3.65,18.23245553,2.961150433,9.468956519,8.766560362,5.816720325,1.244825846,8.679232612
lake,thiemer,7.68,9.27,15.36,2.97,12.19,3.89,14.6,3.77,5.65,6.62,20.26,10.74,9.87,33.25,1961.24,63.61,13.74,3.7,3.19,5.72,6.75,4.88,13.85,9.71,5.87,3.88,0,3.77,63.34,10.85,7,10.92,6,20,20,1.23,1.26,1.07,2.11,TheL13.002,TheL13.01_02.JPG,lake,Theimer,M,63.34,1.309731092,2.416603187,5.919109564,13.74437299,15.61837508,3.7,22.37352555,3.399062044,12.09830657,10.11633942,7.359332117,1.371408759,9.845427456
lake,thiemer,6.96,8.32,17.74,2.89,14.62,4.77,14.54,4.42,6.16,6.88,21.3,10.56,9.28,34.21,2077.3,68.4,16.3,3.82,3.03,6.09,7.26,5.47,14.13,9.93,5.97,3.61,0,4.34,67.21,10.77,8,10.84,8,22,22,1.33,1.33,1.46,2.12,TheL13.004,TheL13.01_04.JPG,lake,Theimer,M,67.21,1.366883052,2.296163938,6.411165024,16.29755282,15.45619124,3.82,23.97016925,3.668121268,13.17651464,11.77914551,7.200854614,1.554577921,11.57535794
