fishID.univ,n,fishID.lateral,watershed,habitat,watershed.habitat,dorsal.spine.1.len.mm.lateral,dorsal.spine.2.len.mm.lateral,dorsal.fin.len.mm.lateral,caudal.depth.mm.lateral,anal.fin.len.mm.lateral,pect.fin.insertion.len.mm.lateral,body.depth.mm.lateral,mouth.len.mm.lateral,snout.len.mm.lateral,eye.diam.mm.lateral,head.len.mm.lateral,pect.fin.wid.len.mm.lateral,pect.fin.len.mm.lateral,pect.fin.perim.mm.lateral,pect.fin.area.mm.lateral,standard.len.mm.lateral,n.1,file.name.ventral,watershed.1,habitat.1,buccal.cavity.length.mm,gape.width.mm,body.width.eye.mm,body.width.midbody.mm,pelvic.girdle.width.mm,pelvic.girdle.diamond.width.mm,pelvic.girdle.length.mm,pelvic.girdle.diamond.length.mm,body.width.anal.1.mm,body.width.anal.2.mm,FishID.ArmorGills,Watershed,Habitat.L.0..S.1,sequenced.neuro..funct..from.these,Mass.g,Standard.Length.mm,Left.Side.Pelvic.Spine.Length.mm,Left.Side.Plate.Count,Right.Side.Pelvic.Spine.Length.mm,Right.side.plate.count,Notes,Right.side.gill.raker.number.insitu,Right.Side.Gill.Raker.Number.dissected,FileName.GillRakerDig,Length.longest.raker.mm,Length.2nd.longest.raker.mm,Length.3rd.longest.raker.mm,raker.density.per.mm
MooS13.005,5,MooS13.01_05.JPG,moore,stream,moore.S,7.37,7.42,17.61,2.72,13.03,3.48,16.69,4.25,6.03,6.25,21.09,13.69,8.21,34.34,2665.03,65,5,MooS13.01_05.JPG,moore,stream,14.24,4.46,3.7,8.19,8.45,5.68,14.56,10.53,6.38,4.02,MooS13.01_05,Moore,1,yes,4.62,63.04,10.53,7,10.74,7,,18,18,MooS13.01_5d.JPG,1.43,1.37,1.41,2.75
MooS13.006,6,MooS13.01_06.JPG,moore,stream,moore.S,6.85,7.25,17.15,2.82,11.98,2.96,14.52,2.95,4.93,4.67,16.61,9.97,7.64,27.66,1801.54,59.55,6,MooS13.01_06.JPG,moore,stream,13.24,3.96,3.22,6.2,7.28,5.28,13.48,9.58,6.48,3.66,MooS13.01_06,Moore,1,yes,3.53,58.68,9.8,7,9.36,7,,18,18,MooS13.01_06.JPG,1.39,1.25,1.24,2.22
MooS13.007,7,MooS13.01_07.JPG,moore,stream,moore.S,7.92,8.05,18.69,3.35,16.05,4.01,19.24,3.92,6.93,6.56,22.06,12.74,8.69,33.7,2859.12,70.72,7,MooS13.01_07.JPG,moore,stream,16.28,5.61,4.74,8.62,8.73,6.65,15.59,11.4,6.85,4.09,MooS13.01_07,Moore,1,yes,6.22,69.25,11.67,6,11.67,6,,17,17,MooS13.01_07A.JPG,1.9,1.89,1.72,1.59
MooS13.008,8,MooS13.01_08.JPG,moore,stream,moore.S,5.06,5.26,9.74,1.79,7.69,1.88,10.04,2.44,2.98,4.02,12.05,5.55,5.47,17.88,721.62,42.16,8,MooS13.01_08.JPG,moore,stream,9.19,2.54,1.9,4.41,4.71,2.65,9.07,6.36,4.14,2.69,MooS13.01_08,Moore,1,no,1.1,42.17,7.55,6,7.74,6,,18,18,MooS13.01_08a.JPG,0.86,0.78,0.78,3.28
MooS13.009,9,MooS13.01_09.JPG,moore,stream,moore.S,5.08,6.05,15.22,2.76,10.83,3.17,15.14,2.64,4.61,5.11,16.67,10.69,7.87,28.96,1959.68,58.95,9,MooS13.01_09.JPG,moore,stream,12.48,4.23,3.78,6.65,7.89,6.25,14.35,10.32,5.56,3.48,MooS13.01_09,Moore,1,no,3.66,58.74,8.47,6,8.17,6,,19,19,MooS13.01_09c.JPG,1,0.96,0.97,2.67
MooS13.010,10,MooS13.01_10.JPG,moore,stream,moore.S,7.68,8.49,14.11,2.63,12.81,1.92,13.61,2.59,4.59,4.55,16.11,9.24,7.25,26.45,1614.52,56.2,10,MooS13.01_10.JPG,moore,stream,11.94,3.54,2.63,5.07,6.8,4.58,13.82,9.34,5.43,2.93,MooS13.01_10,Moore,1,yes,2.61,55.08,10.17,5,10.32,6,,18,18,MooS13.01_10b.JPG,1.04,1.07,0.97,2.67
MooS13.011,11,MooS13.01_11.JPG,moore,stream,moore.S,6.4,6.72,13.44,2.11,10.28,2.75,11.9,2.77,4.25,4.21,14.39,8.1,5.77,22.7,1233.28,49.73,11,MooS13.01_11.JPG,moore,stream,10.81,3.21,2.56,4.92,5.63,3.64,11.79,7.85,5,2.7,MooS13.01_11,Moore,1,no,1.83,48.55,9.38,6,9.15,7,,18,18,MooS13.01_11.JPG,0.94,0.99,1.03,3.01
MooS13.012,12,MooS13.01_12.JPG,moore,stream,moore.S,5.46,6.28,9.58,1.96,8.07,2.69,10.18,1.78,3.14,3.8,12.55,7.91,5.19,21.03,1025.35,43.73,12,MooS13.01_12.JPG,moore,stream,9.62,2.97,2.28,4.06,4.86,3.23,10.55,7.38,4.25,2.67,MooS13.01_12,Moore,1,yes,1.21,43.13,7.63,7,7.9,6,,15,15,MooS13.01_12.JPG,0.67,0.71,0.81,3.63
MooS13.013,13,MooS13.01_13.JPG,moore,stream,moore.S,5.81,6.1,11.88,2.1,9.95,2.37,12.31,2.36,3.76,4.22,14.16,8.69,6.13,23.39,1100.4,49.62,13,MooS13.01_13_ventral_retake.JPG,moore,stream,8.94,2.95,2.27,4.01,5.01,3.54,10.02,6.45,4.45,2.77,MooS13.01_13,Moore,1,no,1.27,43.9,7.72,6,7.7,7,,20,20,MooS13.01_13.JPG,0.79,0.71,0.8,3.43
MooS13.014,14,MooS13.01_14.JPG,moore,stream,moore.S,5.29,6.22,12.64,2.27,9.7,3.08,12.21,2.16,3.89,4.15,14,9.05,6.07,24.17,1304.14,49.47,14,MooS13.01_14.JPG,moore,stream,10.54,3.22,2.37,5.29,6.03,3.97,12.22,8.47,4.87,2.82,MooS13.01_14,Moore,1,yes,1.85,49.2,8.56,7,8.75,6,,19,19,MooS13.01_14.JPG,1.09,0.99,0.96,2.95
MooS13.015,15,MooS13.01_15.JPG,moore,stream,moore.S,5.45,5.77,11.91,2.18,9.93,3.02,11.52,2.35,3.9,3.98,14.09,7.66,5.98,22.25,1089.5,49.89,15,MooS13.01_15.JPG,moore,stream,10.06,3.26,2.71,4.08,5.54,3.64,11.36,7.92,4.92,2.76,MooS13.01_15,Moore,1,yes,1.62,48.96,7.9,6,8.13,6,,18,19,MooS13.01_15.JPG,0.76,0.82,0.8,3.16
MooS13.016,16,MooS13.01_16.JPG,moore,stream,moore.S,7.45,7.78,17.45,3.03,12.75,3.46,16.5,3.42,5.79,6.13,19.96,11.3,7.33,30.39,2134.98,64.33,16,MooS13.01_16.JPG,moore,stream,14.67,4.66,3.25,7.74,8.7,6.22,14.61,9.98,5.92,3.7,MooS13.01_16,Moore,1,yes,4.15,62.08,10.72,6,10.68,6,,18,18,MooS13.01_16.JPG,1.44,1.33,1.36,1.96
MooS13.017,17,MooS13.01_17.JPG,moore,stream,moore.S,4.73,5.14,11.11,1.6,8.19,2.5,9.86,1.79,2.96,3.99,11.86,7.05,5.33,19.82,918.51,42.01,17,MooS13.01_17.JPG,moore,stream,9.23,2.81,2.04,4.05,4.81,3.04,9.52,6.74,4.25,2.56,MooS13.01_17,Moore,1,yes,1.07,41.68,6.89,7,7.45,7,,19,19,MooS13.01_17.JPG,0.81,0.8,0.82,3.92
MooS13.018,18,MooS13.01_18.JPG,moore,stream,moore.S,3.99,4.35,8.67,1.44,6.57,2.28,8.19,1.69,2.33,3.21,10.03,6.43,4.58,17.03,595.42,34.82,18,MooS13.01_18.JPG,moore,stream,7.78,2.11,1.83,2.88,3.65,2.18,8.32,5.46,3.59,2.04,MooS13.01_18,Moore,1,no,0.58,34.26,6.75,7,6.66,7,,14,13,MooS13.01_18.JPG,0.55,0.51,0.58,4.29
MooS13.019,19,MooS13.01_19.JPG,moore,stream,moore.S,7.44,7.53,16.01,2.91,11.97,3.36,16.64,3.09,4.39,5.12,17.64,11.18,7.84,30.71,2009.31,62.7,19,MooS13.01_19.JPG,moore,stream,12.29,4.52,4.17,6.89,8.31,5.67,14.35,10.84,6,3.46,MooS13.01_19,Moore,1,yes,4.45,61.58,11.52,6,11.08,6,,20,20,MooS13.01_19.JPG,1.2,1.22,1.17,2.29
MooS13.020,20,MooS13.01_20.JPG,moore,stream,moore.S,6.08,6.21,12.72,2.36,11.19,3.41,12.02,2.24,4.06,4.04,14.42,9.56,6.59,25.55,1488.26,50.35,20,MooS13.01_20.JPG,moore,stream,10.72,3.22,2.45,4.9,5.56,3.65,11.05,7.53,5.21,3.36,MooS13.01_20,Moore,1,yes,1.91,49.12,8.25,7,8.49,7,,18,17,MooS13.01_20.JPG,0.99,0.8,0.9,2.81
MooS13.021,21,MooS13.01_21.JPG,moore,stream,moore.S,6.29,6.33,12.7,2.23,10.38,2.48,12.45,2.47,4.17,4.48,14.67,9.23,6.67,25.08,1387.38,50.55,21,MooS13.01_21.JPG,moore,stream,10.76,3.34,2.69,4.99,6.3,4.01,12.45,8.94,4.96,2.89,MooS13.01_21,Moore,1,yes,1.99,49.39,8.02,7,8.39,7,,18,14,MooS13.01_21b.JPG,0.96,0.87,0.88,2.89
MooS13.022,22,MooS13.01_22.JPG,moore,stream,moore.S,5.88,6.44,12.51,2.08,10.02,2.3,12.23,2.78,3.45,4.29,14.04,8.19,6.18,22.8,1178.36,50.12,22,MooS13.01_22.JPG,moore,stream,9.72,3.27,2.74,4.67,5.73,3.68,11.2,8.02,5.02,2.78,MooS13.01_22,Moore,1,no,1.81,49.04,7.99,7,7.78,7,,20,20,MooS13.01_22.JPG,0.88,1,0.87,3.36
MooS13.023,23,MooS13.01_23.JPG,moore,stream,moore.S,6.48,7.31,12.95,2.37,10.26,3.76,12.9,2.56,4.14,4.58,15.15,8.93,6.68,25.26,1478.58,54.6,23,MooS13.01_23.JPG,moore,stream,11.68,3.61,3.14,5.84,6.52,4.25,13.49,9.28,5.49,3.89,MooS13.01_23,Moore,1,yes,2.51,53.02,8.97,7,9.14,7,,17,17,MooS13.01_23.JPG,1.1,1.12,0.97,2.79
MooS13.024,24,MooS13.01_24.JPG,moore,stream,moore.S,5.72,6.36,11.43,2.17,8.03,2.44,11.05,2.47,3.51,4.08,13.16,7.76,5.75,21.83,1102.3,45.09,24,MooS13.01_24.JPG,moore,stream,10.07,3.04,2.14,4.28,5.22,3.03,11.82,8.68,4.34,2.8,MooS13.01_24,Moore,1,yes,1.38,44.58,8.46,6,8.53,7,,18,18,MooS13.01_24c.JPG,0.91,0.92,0.89,3.43
MooS13.025,25,MooS13.01_25.JPG,moore,stream,moore.S,6.47,7.02,14.18,2.33,10.15,3.09,12.76,2.6,3.92,4.42,14.45,9.71,6.81,26.13,1621.54,52.31,25,MooS13.01_25.JPG,moore,stream,10.58,3.4,2.34,5.23,5.93,4.12,12.36,8.6,5.1,3.21,MooS13.01_25,Moore,1,no,2.1,51.52,9.65,5,9.35,5,,18,18,MooS13.01_25b.JPG,0.9,0.91,0.97,2.89
MooS13.026,26,MooS13.01_26.JPG,moore,stream,moore.S,5.06,5.41,11.08,1.94,8.22,2.51,10.14,1.99,3.08,3.97,12.04,7.15,5.29,20.09,904.35,42.97,26,MooS13.01_26.JPG,moore,stream,9.34,2.82,2.02,3.86,4.68,2.82,9.93,6.65,4.09,2.77,MooS13.01_26,Moore,1,yes,1.12,41.9,7.86,6,7.68,7,,17,14,MooS13.01_26c.JPG,0.9,0.77,0.64,3.34
MooS13.027,27,MooS13.01_27.JPG,moore,stream,moore.S,5.67,6.24,12.57,2.37,10.55,3.03,12.6,2.94,4.26,4.35,14.76,9.25,6.13,24.64,1381.35,49.3,27,MooS13.01_27.JPG,moore,stream,11.02,3.22,2.75,4.82,6.09,4.01,11.19,7.4,5.15,3.53,MooS13.01_27,Moore,1,yes,1.98,49.08,8.43,6,5.85,7,legit spine diff.,17,11,MooS13.01_27b.JPG,1.18,1.06,0.97,3.29
MooS13.028,28,MooS13.01_28.JPG,moore,stream,moore.S,5.63,6.33,11.02,1.97,9.93,2.24,11.81,2.1,3.89,3.99,13.78,8.39,6,23.09,1186.83,47.46,28,MooS13.01_28.JPG,moore,stream,10.6,3.02,2.21,4.64,5.59,3.67,11.09,7.82,4.59,3.05,MooS13.01_28,Moore,1,yes,1.52,46.74,8.63,7,8.82,6,,19,19,MooS13.01_28.JPG,0.88,0.94,0.96,3.55
MooS13.029,29,MooS13.01_29.JPG,moore,stream,moore.S,5.74,5.88,12.92,2.3,10.29,2.66,12.52,2.36,3.85,4.32,14.46,8.81,6.2,24.56,1391.41,48.95,29,MooS13.01_29.JPG,moore,stream,10.54,3.07,2.21,5.09,5.73,3.44,11.51,7.82,5.25,3.18,MooS13.01_29,Moore,1,yes,1.82,47.11,8.48,7,8.47,7,,18,18,MooS13.01_29.JPG,1.02,1.02,0.99,2.88
MooS13.030,30,MooS13.01_30.JPG,moore,stream,moore.S,4.96,5.56,9.82,1.82,7.87,2.37,9.52,2.22,2.74,3.72,11.27,5.87,4.46,17.07,675.68,39.88,30,MooS13.01_30.JPG,moore,stream,8.6,2.55,2.23,3.72,4.43,2.75,9.53,6.6,4.09,2.2,MooS13.01_30,Moore,1,no,0.96,40.29,7.61,7,7.46,6,,20,18,MooS13.01_30a.JPG,0.23,0.15,0.13,4.78
MooS13.031,31,MooS13.01_31.JPG,moore,stream,moore.S,5.01,5.83,10.19,1.77,7.52,2.39,9.21,2.09,3.13,3.78,11.75,6.39,5.05,18.35,804.01,41.36,31,MooS13.01_31_ventral_retake.JPG,moore,stream,8.57,2.62,2.2,4.13,4.29,2.46,9.75,6.81,4.06,2.86,MooS13.01_31,Moore,1,no,0.96,40.62,7.42,5,7.58,6,,18,16,MooS13.01_31.JPG,0.67,0.8,0.62,3.52
MooS13.032,32,MooS13.01_32.JPG,moore,stream,moore.S,6.91,6.76,12.28,2.14,9.49,3.06,12.28,2.38,3.8,4.2,13.7,9.38,6.06,24.48,1328.27,48.33,32,MooS13.01_32.JPG,moore,stream,10.31,3.3,3.05,4.81,6,3.71,11.86,8.29,4.98,2.85,MooS13.01_32,Moore,1,no,1.81,48.2,8.79,6,9.04,6,,18,18,MooS13.01_32.JPG,0.65,0.7,0.99,2.99
MooS13.033,33,MooS13.01_33_side_retake.JPG,moore,stream,moore.S,6.64,6.87,12.03,2.04,10.65,2.98,11.58,2.84,3.93,4.45,14.19,9.22,6.32,25.36,996.9,48.62,33,MooS13.01_33.JPG,moore,stream,9.94,3.09,2.5,5.02,5.76,4.13,11.77,8.29,4.92,2.93,MooS13.01_33,Moore,1,no,1.77,47.88,9.94,6,6.75,6,right spine may be broken,19,19,MooS13.01_33.JPG,1.05,0.98,1.02,2.9
MooS13.034,34,MooS13.01_34.JPG,moore,stream,moore.S,4.7,6.03,10.38,1.66,8.48,2.5,9.71,1.22,3.3,3.93,12.14,6.64,5.48,19.9,852.01,40.74,34,MooS13.01_34.JPG,moore,stream,8.8,2.62,2.15,4.04,4.58,2.89,9.59,6.04,3.92,2.55,MooS13.01_34,Moore,1,no,0.96,39.94,7.66,7,7.63,7,,19,19,MooS13.01_34b.JPG,0.74,0.78,0.7,3.48
MooS13.035,35,MooS13.01_35.JPG,moore,stream,moore.S,4.66,4.86,9.65,1.4,7.19,2.66,8.75,2.2,2.54,3.81,10.72,5.87,4.36,16.35,611,36.26,35,MooS13.01_35.JPG,moore,stream,7.78,2.33,1.68,3.52,3.85,2.54,8.39,5.55,3.34,2.18,MooS13.01_35,Moore,1,no,0.66,36.04,4.83,7,6.56,6,legit spine diff.,19,19,MooS13.01_35.JPG,0.74,0.63,0.62,3.74
MooS13.036,36,MooS13.01_36.JPG,moore,stream,moore.S,8.27,9.31,18.55,2.73,13.15,3.71,18.23,4.07,5.45,5.65,19.8,12.44,9.44,34.73,2846.92,68.9,36,MooS13.01_36.JPG,moore,stream,14.46,4.56,3.52,8.28,9.71,7.03,16.99,12.13,6.03,4.09,MooS13.01_36,Moore,1,yes,5.62,68.23,12.01,6,12.39,7,,17,17,MooS13.01_36.JPG,1.47,1.41,1.33,2.25
MooS13.037,37,MooS13.01_37.JPG,moore,stream,moore.S,6.04,6.21,12.53,2.06,9.59,2.51,12.52,2.81,3.94,4.29,14.45,9.41,6.54,24.91,1357.16,51.46,37,MooS13.01_37.JPG,moore,stream,10.9,3.73,3.16,5.11,5.86,3.54,11.92,8.89,5.17,2.44,MooS13.01_37,Moore,1,no,2.1,51.59,8.25,7,8.69,7,,17,17,MooS13.01_37c.JPG,0.82,0.85,0.87,2.88
MooS13.038,38,MooS13.01_38_side_retake.JPG,moore,stream,moore.S,6.77,7.64,14.69,2.64,11.78,4.08,13.72,2.96,4.66,4.54,16.33,8.77,6.43,25.7,981.43,58.73,38,MooS13.01_38.JPG,moore,stream,12.3,3.59,2.76,5.35,6.45,4.66,13.65,9.03,5.6,3.22,MooS13.01_38,Moore,1,yes,2.75,57.96,9.77,8,8.96,7,,17,17,MooS13.01_38b.JPG,1.04,1.02,1.14,2.43
MooS13.039,39,MooS13.01_39.JPG,moore,stream,moore.S,8.46,8.81,17.34,2.93,12.06,3.55,17.86,3.73,5.64,5.65,19.33,11.33,9.02,32.69,2546.3,65.11,39,MooS13.01_39.JPG,moore,stream,13.28,4.62,4.23,8.89,9.57,6.86,15.61,11.74,5.66,3.48,MooS13.01_39,Moore,1,yes,5.09,64.47,11.19,5,11.46,5,,18,18,MooS13.01_39.JPG,1.35,1.07,1.16,2.42
MooS13.040,40,MooS13.01_40.JPG,moore,stream,moore.S,4.16,4.87,8.34,1.42,6.61,1.86,8.5,1.14,2.54,3.09,10.2,6.22,4.31,16.52,657.46,35.6,40,MooS13.01_40.JPG,moore,stream,7.46,2.38,1.78,3.29,3.89,2.22,8.21,5.4,3.38,2.2,MooS13.01_40,Moore,1,no,0.62,34.81,6.6,6,6.75,6,,18,18,MooS13.01_40.JPG,0.58,0.55,0.53,4.28
MucL13.001,1,MucL13.01_01_side_retake.JPG,muchalat,lake,muchalat.L,4.01,4.56,10.14,1.55,6.59,2.79,8.58,1.88,2.45,4.09,11.07,4.9,5.36,17.77,554.71,40.63,1,MucL13.01_01.JPG,muchalat,lake,8.72,2.58,1.73,3.81,4.59,3.3,8.07,5.39,3.07,2.12,MucL13.01_01,Muchalat,0,yes,0.85,40.73,6.29,11,6.52,12,,22,22,MucL13.01_01.JPG,0.58,0.47,0.59,3.51
MucL13.002,2,MucL13.01_02.JPG,muchalat,lake,muchalat.L,4.01,3.86,8.85,1.59,6.41,2.56,8.49,1.91,2.56,3.86,10.8,3.85,4.69,14.71,385.8,39.05,2,MucL13.01_02.JPG,muchalat,lake,7.88,2.13,1.62,3.28,4.27,2.47,8.74,5.83,3.24,1.85,MucL13.01_02,Muchalat,0,no,0.79,38.26,5.53,7,6.49,6,,22,23 one tiny one on bottom of mouth that I couldnt initially see,MucL13.01_02.JPG,0.77,0.61,0.63,4.2
MucL13.003,3,MucL13.01_03.JPG,muchalat,lake,muchalat.L,4.49,4.8,9.61,1.62,6.02,2.48,8.97,2,2.46,3.81,10.69,5.11,5.38,17.26,539.86,40.1,3,MucL13.01_03.JPG,muchalat,lake,8.64,2.45,1.83,3.49,4.13,2.38,8.9,6.09,3.16,2.22,MucL13.01_03,Muchalat,0,yes,0.9,39.57,5.78,8,7.08,7,4th spine!,22,22,MucL13.01_03.JPG,0.56,0.55,0.69,4.14
MucL13.004,4,MucL13.01_04.JPG,muchalat,lake,muchalat.L,3.5,4.17,7.59,1.36,4.32,1.76,8.3,1.72,2.04,3.09,8.96,4.14,3.61,13.59,316.96,34,4,MucL13.01_04.JPG,muchalat,lake,6.31,1.71,1.8,4,4.02,1.9,6.24,4.38,2.58,1.9,MucL13.01_04,Muchalat,0,no,0.68,33.54,4.53,10,5.6,8,,22,21  one lost on roof of mouth presence NOT confirmed couldnt find raker,MucL13.01_04.JPG,0.57,0.52,0.59,5.07
MucL13.005,5,MucL13.01_05_side_retake.JPG,muchalat,lake,muchalat.L,3.24,4.74,10.54,1.41,7.39,2.41,8.47,1.76,2.09,4.26,10.51,6.03,5.49,18.26,531.86,42.6,5,MucL13.01_05.JPG,muchalat,lake,8.09,2.41,1.5,3.41,4.44,2.86,9.27,6.55,3.3,2.45,MucL13.01_05,Muchalat,0,no,0.88,40.76,6.4,11,6.58,12,,21,21,MucL13.01_05.JPG,0.52,0.49,0.51,3.48
MucL13.006,6,MucL13.01_06.JPG,muchalat,lake,muchalat.L,3.77,4.11,9.34,1.46,6.09,2.26,9.15,1.88,2.57,3.55,10.08,5.35,4.97,16.22,481.76,39.27,6,MucL13.01_06.JPG,muchalat,lake,7.21,2.1,2.1,4.26,4.69,2.26,8.6,5.96,2.89,2.22,MucL13.01_06,Muchalat,0,no,0.99,38.79,5.14,9,5.81,10,,22,22,MucL13.01_06.JPG,0.86,0.81,0.86,4.5
MucL13.007,7,MucL13.01_07.JPG,muchalat,lake,muchalat.L,3.67,6.22,10.9,1.85,7.63,2.37,10.86,1.92,2.32,3.87,10.93,6.44,5.24,18.84,615.4,45.49,7,MucL13.01_07.JPG,muchalat,lake,7.64,2.62,3.06,5.05,5.36,3.51,10.08,6.77,3.97,2.37,MucL13.01_07,Muchalat,0,yes,1.54,45.92,6.77,7,7.44,7,,21,21,MucL13.01_07.JPG,0.83,0.78,0.81,4.62
MucL13.008,8,MucL13.01_08.JPG,muchalat,lake,muchalat.L,4.21,5.14,11.36,1.88,8.9,2.85,9.75,2.55,3.26,4.62,13.19,7.01,6.24,22.5,873.22,45.27,8,MucL13.01_08.JPG,muchalat,lake,10.06,3.37,2.21,4.68,5.08,2.89,8.77,6.11,3.57,2.68,MucL13.01_08,Muchalat,0,yes,1.17,44.8,6.61,8,6.75,9,,21,21,MucL13.01_08.JPG,0.9,0.91,0.83,3.05
MucL13.009,9,MucL13.01_09_side_retake.JPG,muchalat,lake,muchalat.L,3.68,4.74,10.44,1.93,7.6,2.62,9.76,2.6,3.44,3.7,12.64,7.31,5.97,21.75,772.82,43.18,9,MucL13.01_09.JPG,muchalat,lake,9.48,3.1,1.93,3.59,4.65,2.96,9.89,6.86,3.43,2.49,MucL13.01_09,Muchalat,0,yes,1.13,42.66,6.36,8,6.63,8,,22,22,MucL13.01_09.JPG,1.03,0.84,0.85,3.16
MucL13.010,10,MucL13.01_10.JPG,muchalat,lake,muchalat.L,4.71,5.53,10.98,1.72,8.07,2.3,9.38,2.31,2.64,4.01,11.27,6.16,5.42,19.14,640.07,44.06,10,MucL13.01_10.JPG,muchalat,lake,9.02,2.6,2.04,4.08,4.59,3.14,9.04,5.99,3.12,2.02,MucL13.01_10,Muchalat,0,yes,1.14,42.83,6.29,13,7.09,12,,20,20,MucL13.01_10.JPG,0.73,0.68,0.66,4.02
MucL13.011,11,MucL13.01_11.JPG,muchalat,lake,muchalat.L,4.46,4.85,9.78,1.64,6.79,2.52,8.52,1.8,2.27,3.65,10.18,5.56,5.05,17.42,513.21,37.68,11,MucL13.01_11_ventral_retake.JPG,muchalat,lake,8.21,2.35,1.73,3.34,4.01,2.04,7.13,5.03,3.25,2.21,MucL13.01_11,Muchalat,0,no,0.7,37.28,6.25,7,5.81,7,,22,22,MucL13.01_11.JPG,0.8,0.84,0.73,4.67
MucL13.012,12,MucL13.01_12.JPG,muchalat,lake,muchalat.L,4.41,5.04,12.2,1.67,7.5,2.74,9.54,2.04,2.53,4.41,11.69,5.37,6.32,19.38,653.13,44.81,12,MucL13.01_12.JPG,muchalat,lake,9.03,2.64,2.67,3.65,4.53,3.2,10.07,7.21,3.22,2.1,MucL13.01_12,Muchalat,0,yes,1.08,44.44,6.88,7,7.01,7,,21,21,MucL13.01_12.JPG,0.67,0.69,0.7,3.49
MucL13.013,13,MucL13.01_13.JPG,muchalat,lake,muchalat.L,3.73,5.22,9.7,1.57,7.22,2.82,9.32,2.53,2.86,4.37,12.23,6.72,5.54,20.2,678.99,43.77,13,MucL13.01_13.JPG,muchalat,lake,8.92,2.6,2.3,3.5,4.56,3.18,8.84,6.14,3.5,2.35,MucL13.01_13,Muchalat,0,no,1.12,43.58,5.98,11,6.3,12,,18,18,MucL13.01_13.JPG,0.91,0.64,0.86,3.44
MucL13.014,14,MucL13.01_14.JPG,muchalat,lake,muchalat.L,4.25,4.99,9.13,1.6,6.83,2.22,8.2,1.83,2.15,3.33,9.76,4.48,4.75,14.72,389.76,36.21,14,MucL13.01_14_ventral_retake.JPG,muchalat,lake,7.2,2.25,1.65,3.08,3.86,2.29,7.2,4.86,3.34,2.12,MucL13.01_14,Muchalat,0,yes,0.67,36.32,6.57,11,6.61,12,,23,23,MucL13.01_14.JPG,0.64,0.53,0.66,5.19
MucL13.015,15,MucL13.01_15.JPG,muchalat,lake,muchalat.L,3.24,5.35,8.61,1.36,6.54,3.31,7.41,2.1,2.6,3.52,10.51,5.57,4.92,16.36,475.2,35.98,15,MucL13.01_15.JPG,muchalat,lake,7.47,2.64,2.2,3.09,3.67,2.26,8.16,5.3,3.22,2.27,MucL13.01_15,Muchalat,0,no,0.63,35.75,5.91,6,6.14,7,,21,21,MucL13.01_15.JPG,0.68,0.7,0.6,4.21
MucL13.016,16,MucL13.01_16.JPG,muchalat,lake,muchalat.L,4.67,4.68,9.74,1.39,8.08,2.43,8.17,1.84,2.68,3.78,11.06,5.8,5.5,17.8,538.77,38.35,16,MucL13.01_16.JPG,muchalat,lake,7.28,2.36,2.51,3.27,3.9,2.74,8.91,5.93,3.31,1.84,MucL13.01_16,Muchalat,0,yes,0.79,38.34,6.59,7,6.78,6,,20,20,MucL13.01_16.JPG,0.87,0.86,0.95,4.34
MucL13.017,17,MucL13.01_17.JPG,muchalat,lake,muchalat.L,4.15,4.18,7.26,1.44,6.32,2.34,7.32,1.99,2.12,3.35,9.57,4.47,4.27,13.99,341.92,33.72,17,MucL13.01_17.JPG,muchalat,lake,6.84,1.86,1.47,2.59,3.37,1.96,7.72,5.81,2.96,1.89,MucL13.01_17,Muchalat,0,no,0.52,33.43,4.93,8,6.06,10,,20,20,MucL13.01_17.JPG,0.78,0.67,0.73,4.39
MucL13.018,18,MucL13.01_18_side_retake.JPG,muchalat,lake,muchalat.L,4.69,5.61,11.41,1.71,7.62,2.36,9.7,2.1,2.32,4.31,11.59,7.32,6.68,21.86,811.29,45.61,18,MucL13.01_18.JPG,muchalat,lake,8.32,3.07,2.38,3.8,4.68,3.17,10.27,6.9,3.86,2.52,MucL13.01_18,Muchalat,0,yes,1.27,45,7.97,10,7.28,9,noticed a clam on the pelvic spine,20,20,MucL13.01_18.JPG,0.52,0.57,0.63,3.87
MucL13.019,19,MucL13.01_19.JPG,muchalat,lake,muchalat.L,6.33,6.36,11.84,2.25,10.15,2.88,11.37,2.96,3.97,5.22,15.31,7.3,8.09,25.06,1113.67,57.39,19,MucL13.01_19.JPG,muchalat,lake,10.23,3.86,3.5,5.13,5.83,4.99,14.13,9.96,4.05,2.58,MucL13.01_19,Muchalat,0,yes,2.04,56.48,7.79,6,8.23,7,,22,22,MucL13.01_19.JPG,1.09,1.11,0.75,3.09
MucL13.020,20,MucL13.01_20.JPG,muchalat,lake,muchalat.L,5.05,5.61,11.59,1.96,7.95,2.88,10.65,2.6,3.01,4.63,13,6.52,6.02,20.84,742.47,48.52,20,MucL13.01_20.JPG,muchalat,lake,9.31,2.65,1.81,4.8,5.38,3.86,10.89,7.52,3.9,2.54,MucL13.01_20,Muchalat,0,yes,1.54,47.86,7.65,12,7.46,13,,22,23  one on bottom of mouth that I couldnt initially see,MucL13.01_20.JPG,0.9,0.96,0.79,3.7
